row_id	pair	transmission	query_name	query_sample	query_haplotype	query_haplotype_label	query_chrom	query_arm	query_arm_order	query_source_window_native_0based_half_open	query_source_start_0based	query_source_end_0based_exclusive	local_query_start_0based	local_query_end_0based_exclusive	native_query_start_0based	native_query_end_0based_exclusive	native_query_interval_0based_half_open	query_length	segment_length_bp	target_name	target_sample	target_haplotype	target_haplotype_number	target_haplotype_label	target_chrom	target_arm	target_source_window_native_0based_half_open	target_color_group	strand	identity	jaccard	nb	interchromosomal	strict_primary_path_only	event_id	event_order	event_label	event_class	event_role	side_fragment_caveat	candidate_window_native_0based_half_open	event_interpretation	coordinate_system	geometry_source	annotation_source	do_not_use_for_geometry
1022	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	24431	39881	41647	57097	chr13:41647-57097	500000	15450	PAN027#1#chr22.maternal:20449-520448_chr22_parm	PAN027	PAN027#1	1	maternal	chr22	chr22p	chr22:20449-520449	chr22p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1023	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	39881	66166	57097	83382	chr13:57097-83382	500000	26285	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1024	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	66166	68755	83382	85971	chr13:83382-85971	500000	2589	PAN027#1#chr22.maternal:20449-520448_chr22_parm	PAN027	PAN027#1	1	maternal	chr22	chr22p	chr22:20449-520449	chr22p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1025	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	68755	69768	85971	86984	chr13:85971-86984	500000	1013	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1026	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	69768	70914	86984	88130	chr13:86984-88130	500000	1146	PAN027#1#chr21.maternal:9036-509035_chr21_parm	PAN027	PAN027#1	1	maternal	chr21	chr21p	chr21:9036-509036	chr21p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1027	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	70914	75065	88130	92281	chr13:88130-92281	500000	4151	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1028	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	75065	76078	92281	93294	chr13:92281-93294	500000	1013	PAN027#2#chr15.paternal:7719-507718_chr15_parm	PAN027	PAN027#2	2	paternal	chr15	chr15p	chr15:7719-507719	chr15p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1029	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	76078	77224	93294	94440	chr13:93294-94440	500000	1146	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1030	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	77224	79927	94440	97143	chr13:94440-97143	500000	2703	PAN027#1#chr22.maternal:20449-520448_chr22_parm	PAN027	PAN027#1	1	maternal	chr22	chr22p	chr22:20449-520449	chr22p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1031	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	79927	82400	97143	99616	chr13:97143-99616	500000	2473	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1032	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	82400	83546	99616	100762	chr13:99616-100762	500000	1146	PAN027#1#chr22.maternal:20449-520448_chr22_parm	PAN027	PAN027#1	1	maternal	chr22	chr22p	chr22:20449-520449	chr22p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1033	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	83546	85117	100762	102333	chr13:100762-102333	500000	1571	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1034	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	85117	88724	102333	105940	chr13:102333-105940	500000	3607	PAN027#1#chr22.maternal:20449-520448_chr22_parm	PAN027	PAN027#1	1	maternal	chr22	chr22p	chr22:20449-520449	chr22p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1035	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	88724	91441	105940	108657	chr13:105940-108657	500000	2717	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1036	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	91441	92577	108657	109793	chr13:108657-109793	500000	1136	PAN027#1#chr22.maternal:20449-520448_chr22_parm	PAN027	PAN027#1	1	maternal	chr22	chr22p	chr22:20449-520449	chr22p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1037	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	92577	94045	109793	111261	chr13:109793-111261	500000	1468	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1038	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	94045	95058	111261	112274	chr13:111261-112274	500000	1013	PAN027#1#chr22.maternal:20449-520448_chr22_parm	PAN027	PAN027#1	1	maternal	chr22	chr22p	chr22:20449-520449	chr22p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1039	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	95058	98878	112274	116094	chr13:112274-116094	500000	3820	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1040	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	98878	101346	116094	118562	chr13:116094-118562	500000	2468	PAN027#2#chr15.paternal:7719-507718_chr15_parm	PAN027	PAN027#2	2	paternal	chr15	chr15p	chr15:7719-507719	chr15p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1041	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	101346	104187	118562	121403	chr13:118562-121403	500000	2841	PAN027#1#chr22.maternal:20449-520448_chr22_parm	PAN027	PAN027#1	1	maternal	chr22	chr22p	chr22:20449-520449	chr22p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1042	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	104187	105323	121403	122539	chr13:121403-122539	500000	1136	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1043	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	105323	106776	122539	123992	chr13:122539-123992	500000	1453	PAN027#1#chr22.maternal:20449-520448_chr22_parm	PAN027	PAN027#1	1	maternal	chr22	chr22p	chr22:20449-520449	chr22p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1044	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	107787	108856	125003	126072	chr13:125003-126072	500000	1069	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1045	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	108856	110624	126072	127840	chr13:126072-127840	500000	1768	PAN027#1#chr22.maternal:20449-520448_chr22_parm	PAN027	PAN027#1	1	maternal	chr22	chr22p	chr22:20449-520449	chr22p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1046	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	110624	113220	127840	130436	chr13:127840-130436	500000	2596	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1047	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	114231	115300	131447	132516	chr13:131447-132516	500000	1069	PAN027#1#chr21.maternal:9036-509035_chr21_parm	PAN027	PAN027#1	1	maternal	chr21	chr21p	chr21:9036-509036	chr21p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1048	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	115300	117076	132516	134292	chr13:132516-134292	500000	1776	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1049	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	117076	118212	134292	135428	chr13:134292-135428	500000	1136	PAN027#1#chr22.maternal:20449-520448_chr22_parm	PAN027	PAN027#1	1	maternal	chr22	chr22p	chr22:20449-520449	chr22p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1050	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	118212	125963	135428	143179	chr13:135428-143179	500000	7751	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1051	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	125963	126976	143179	144192	chr13:143179-144192	500000	1013	PAN027#2#chr13.paternal:13308-513307_chr13_parm	PAN027	PAN027#2	2	paternal	chr13	chr13p	chr13:13308-513308	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1052	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	126976	128122	144192	145338	chr13:144192-145338	500000	1146	PAN027#2#chr15.paternal:7719-507718_chr15_parm	PAN027	PAN027#2	2	paternal	chr15	chr15p	chr15:7719-507719	chr15p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1053	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	128122	143252	145338	160468	chr13:145338-160468	500000	15130	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1054	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	143252	144699	160468	161915	chr13:160468-161915	500000	1447	PAN027#1#chr21.maternal:9036-509035_chr21_parm	PAN027	PAN027#1	1	maternal	chr21	chr21p	chr21:9036-509036	chr21p	+	98.8182	0.976776	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1055	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	150987	152000	168203	169216	chr13:168203-169216	500000	1013	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1056	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	159414	164528	176630	181744	chr13:176630-181744	500000	5114	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1057	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	171718	179455	188934	196671	chr13:188934-196671	500000	7737	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1058	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	182037	183050	199253	200266	chr13:199253-200266	500000	1013	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1059	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	183050	184196	200266	201412	chr13:200266-201412	500000	1146	PAN027#1#chr22.maternal:20449-520448_chr22_parm	PAN027	PAN027#1	1	maternal	chr22	chr22p	chr22:20449-520449	chr22p	+	99.6503	0.993043	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1060	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	184196	190496	201412	207712	chr13:201412-207712	500000	6300	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1061	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	190496	192050	207712	209266	chr13:207712-209266	500000	1554	PAN027#1#chr22.maternal:20449-520448_chr22_parm	PAN027	PAN027#1	1	maternal	chr22	chr22p	chr22:20449-520449	chr22p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1062	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	192050	194633	209266	211849	chr13:209266-211849	500000	2583	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1063	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	195646	196792	212862	214008	chr13:212862-214008	500000	1146	PAN027#2#chr15.paternal:7719-507718_chr15_parm	PAN027	PAN027#2	2	paternal	chr15	chr15p	chr15:7719-507719	chr15p	+	100	1	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
1064	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr13.haplotype1:17216-517215_chr13_parm	PAN028	PAN028#1	haplotype1	chr13	chr13p	25	chr13:17216-517216	17216	517216	196792	198342	214008	215558	chr13:214008-215558	500000	1550	PAN027#1#chr13.maternal:20449-520448_chr13_parm	PAN027	PAN027#1	1	maternal	chr13	chr13p	chr13:20449-520449	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
