setting	pair	query_name	tract_start	tract_end	segment_start	segment_end	resolvability	segment_resolvability	bridge_bp	donor_arms	donor_communities	best_score
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	326049	327050	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	327050	328051	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	328051	329052	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	329052	330053	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	330053	331054	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	331054	332055	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	332055	333056	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	333056	334057	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	334057	335058	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	335058	336059	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	336059	339684	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	339684	351018	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	351018	363894	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	363894	364898	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	364898	366063	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	366063	372548	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	372548	386540	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	386540	389192	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	389192	392902	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	392902	401389	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	401389	405593	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	405593	410850	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	410850	412939	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	412939	422792	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	422792	425335	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	425335	428583	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	428583	436025	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	436025	446712	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	446712	448034	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	448034	460135	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	460135	461902	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	461902	463279	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	463279	464713	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	464713	470607	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	470607	474117	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	474117	475593	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	475593	482007	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	482007	483021	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	483021	484022	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	484022	485024	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	485024	486055	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	486055	487075	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	487075	488114	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	488114	489116	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	489116	490120	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	490120	491121	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	491121	492138	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	492138	493140	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	493140	494142	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	494142	495143	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	495143	496144	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	496144	497149	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	497149	498151	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	498151	499185	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	499185	500000	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	0	1011	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	0.998
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	1011	9342	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	0.999
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	9342	21163	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	21163	24140	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	24140	28055	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	28055	35130	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	35130	53527	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	53527	56715	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	56715	68160	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	68160	75407	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	75407	77445	same_community_ambiguous	same_community_ambiguous	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	77445	85037	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	85037	89063	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	89063	90460	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	90460	108339	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	108339	121126	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	121126	122843	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	122843	124331	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	124331	129807	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	129807	131540	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	131540	133284	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	133284	143441	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	143441	147074	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	147074	148099	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	148099	150095	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	150095	153506	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	153506	156571	same_community_ambiguous	same_community_ambiguous	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	156571	167256	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	167256	170767	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	170767	171990	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	171990	173093	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	173093	188301	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	188301	189706	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	189706	194119	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	194119	198204	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	198204	199205	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	199205	200206	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	200206	201207	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	201207	204745	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	204745	208672	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	208672	213705	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	213705	217823	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	217823	221321	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	221321	224975	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	224975	251592	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	251592	252984	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	252984	254542	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	254542	262632	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	262632	288412	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	288412	296399	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	296399	320185	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	320185	335988	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	335988	337007	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	337007	372213	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	372213	415109	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	415109	416141	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	416141	421739	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	421739	427632	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	427632	429323	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	429323	431439	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	431439	433136	same_community_ambiguous	unique_donor_arm_multi_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	433136	442006	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	442006	473018	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	473018	499560	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr16.maternal:6061-506060_chr16_parm	0	500000	499560	500000	same_community_ambiguous	unique_donor_haplotype	0	chr16p,chr19p	C1	0.955
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	0	1156	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	0.998
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	1156	11272	cross_community_ambiguous	unique_donor_arm_multi_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	11272	16062	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	16062	42163	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	42163	43174	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	43174	56766	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	56766	67720	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	67720	117283	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	117283	139192	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	139192	147084	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	147084	148103	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	148103	149107	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	149107	150109	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	150109	169746	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	169746	220101	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	220101	233223	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	233223	234225	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	234225	235231	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	235231	246457	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	246457	252756	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	252756	268764	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	268764	272680	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	0	500000	272680	274217	cross_community_ambiguous	unique_donor_haplotype	0	chr3q,chr9q	C1,C3	1
