seq	arm	self_chr	region_start	region_end	chrs_involved	arms_involved
NA19776#2#JBIRDC010000006.1:98909531-99409530_chr14_qarm	qarm	chr14	.	.	.	.
NA19776#2#JBIRDC010000007.1:63053376-63553375_chr18_qarm	qarm	chr18	.	.	.	.
NA19776#2#JBIRDC010000008.1:82489382-82989381_chrX_qarm	qarm	chrX	475000	500000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20q
NA19776#2#JBIRDC010000011.1:102803034-103303033_chr13_qarm	qarm	chr13	490000	500000	chr1,chr2,chr4,chr6,chr7,chr13,chr19,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr13q,chr19q,chr21q,chr22q
NA19776#2#JBIRDC010000012.1:57537339-58037338_chr17_qarm	qarm	chr17	455000	500000	chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr10,chr11,chr13,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr10q,chr11p,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
NA19776#2#JBIRDC010000013.1:7180-507179_chr22_parm	parm	chr22	0	460000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
NA19776#2#JBIRDC010000014.1:44587083-45087082_chr22_qarm	qarm	chr22	480000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
NA19776#2#JBIRDC010000018.1:5253-505252_chr14_parm	parm	chr14	0	290000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
NA19776#2#JBIRDC010000038.1:89126692-89626691_chr15_qarm	qarm	chr15	380000	500000	chr1,chr3,chr5,chr6,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr3q,chr5q,chr6p,chr6q,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
NA19776#2#JBIRDC010000039.1:2791-502790_chrX_parm	parm	chrX	.	.	.	.
NA19776#2#JBIRDC010000041.1:13356-513355_chr18_parm	parm	chr18	0	95000	chr9,chr10,chr18	chr9q,chr10p,chr18p
NA19776#2#JBIRDC010000048.1:6830-506829_chr17_parm	parm	chr17	0	40000	chr3,chr9,chr11,chr16,chr17	chr3q,chr9q,chr11p,chr16q,chr17p
NA19835#1#CM094021.1:242500037-243000036_chr1_qarm	qarm	chr1	485000	500000	chr1,chr4,chr10,chr19,chr20,chr21,chr22	chr1q,chr4q,chr10q,chr19q,chr20p,chr21q,chr22q
NA19835#1#CM094021.1:4987-504986_chr1_parm	parm	chr1	0	205000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
NA19835#1#CM094022.1:241774582-242274581_chr2_qarm	qarm	chr2	380000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA19835#1#CM094022.1:4539-504538_chr2_parm	parm	chr2	.	.	.	.
NA19835#1#CM094023.1:203404917-203904916_chr3_qarm	qarm	chr3	255000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr18p,chr19p,chr20p,chr20q
NA19835#1#CM094023.1:8575-508574_chr3_parm	parm	chr3	.	.	.	.
NA19835#1#CM094024.1:192373114-192873113_chr4_qarm	qarm	chr4	470000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6q,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
NA19835#1#CM094024.1:8735-508734_chr4_parm	parm	chr4	0	60000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
NA19835#1#CM094025.1:182784108-183284107_chr5_qarm	qarm	chr5	300000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr15q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA19835#1#CM094025.1:6407-506406_chr5_parm	parm	chr5	.	.	.	.
NA19835#1#CM094026.1:171730534-172230533_chr6_qarm	qarm	chr6	360000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
NA19835#1#CM094026.1:6612-506611_chr6_parm	parm	chr6	0	150000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
NA19835#1#CM094027.1:145737089-146237088_chr8_qarm	qarm	chr8	.	.	.	.
NA19835#1#CM094027.1:4494-504493_chr8_parm	parm	chr8	0	170000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
NA19835#1#CM094028.1:133042658-133542657_chr12_qarm	qarm	chr12	475000	500000	chr7,chr12	chr7q,chr12q
NA19835#1#CM094028.1:4442-504441_chr12_parm	parm	chr12	0	70000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
NA19835#1#CM094029.1:7377-507376_chr16_parm	parm	chr16	0	265000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr10,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr10p,chr11p,chr12p,chr15q,chr16p,chr16q,chr18p,chr19p,chr20p,chr20q
NA19835#1#CM094029.1:91418076-91918075_chr16_qarm	qarm	chr16	265000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr18p,chr19p,chr20p,chr20q
NA19835#1#CM094030.1:58926288-59426287_chr19_qarm	qarm	chr19	480000	500000	chr1,chr2,chr4,chr6,chr7,chr8,chr10,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr8p,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
NA19835#1#CM094030.1:6203-506202_chr19_parm	parm	chr19	0	210000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
NA19835#1#CM094031.1:4329-504328_chr20_parm	parm	chr20	0	100000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr10q,chr11p,chr12p,chr13q,chr15q,chr16p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA19835#1#CM094031.1:65986162-66486161_chr20_qarm	qarm	chr20	395000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
NA19835#1#JBIRCZ010000002.1:33778994-34278993_chr21_qarm	qarm	chr21	480000	500000	chr1,chr2,chr4,chr6,chr10,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
NA19835#1#JBIRCZ010000004.1:4765-504764_chr9_parm	parm	chr9	0	40000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
NA19835#1#JBIRCZ010000005.1:103873326-104373325_chr13_qarm	qarm	chr13	490000	500000	chr1,chr2,chr4,chr6,chr7,chr13,chr17,chr19,chr20,chr21	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr13q,chr17q,chr19q,chr20p,chr21q
NA19835#1#JBIRCZ010000006.1:96303641-96803640_chr7_qarm	qarm	chr7	.	.	.	.
NA19835#1#JBIRCZ010000007.1:61749526-62249525_chr18_qarm	qarm	chr18	.	.	.	.
NA19835#1#JBIRCZ010000009.1:134082758-134582757_chr11_qarm	qarm	chr11	.	.	.	.
NA19835#1#JBIRCZ010000010.1:98258775-98758774_chr14_qarm	qarm	chr14	.	.	.	.
NA19835#1#JBIRCZ010000011.1:6288-506287_chr10_parm	parm	chr10	0	70000	chr3,chr9,chr10,chr18	chr3q,chr9q,chr10p,chr18p
NA19835#1#JBIRCZ010000012.1:97307246-97807245_chr15_qarm	qarm	chr15	380000	500000	chr1,chr3,chr5,chr6,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr3q,chr5q,chr6p,chr6q,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
NA19835#1#JBIRCZ010000014.1:8658891-9158890_chrX_qarm	qarm	chrX	475000	500000	chr3,chr9,chrX,chr12,chr16,chr19	chr3q,chr9p,chrXq,chr12p,chr16p,chr19p
NA19835#1#JBIRCZ010000016.1:45189661-45689660_chr22_qarm	qarm	chr22	480000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr7p,chr10q,chr13q,chr17q,chr19q,chr21q,chr22q
NA19835#1#JBIRCZ010000017.1:9067-509066_chr18_parm	parm	chr18	0	100000	chr3,chr4,chr9,chr10,chr18	chr3q,chr4q,chr9q,chr10p,chr18p
NA19835#1#JBIRCZ010000037.1:57975907-58475906_chr17_qarm	qarm	chr17	460000	500000	chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr10,chr11,chr13,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr10q,chr11p,chr13q,chr17q,chr19p,chr19q,chr20p,chr21q,chr22q
NA19835#1#JBIRCZ010000043.1:6691-506690_chrX_parm	parm	chrX	.	.	.	.
NA19835#1#JBIRCZ010000045.1:6860-506859_chr7_parm	parm	chr7	0	135000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20,chr22	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17p,chr17q,chr19p,chr19q,chr20p,chr20q,chr22q
NA19835#1#JBIRCZ010000047.1:5405-505404_chr17_parm	parm	chr17	0	5000	chr11,chr16,chr17	chr11p,chr17p
NA19835#2#CM094032.1:239955337-240455336_chr1_qarm	qarm	chr1	485000	500000	chr1,chr2,chr4,chr6,chr10,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr10q,chr19q,chr20p,chr21q,chr22q
NA19835#2#CM094032.1:5777-505776_chr1_parm	parm	chr1	0	190000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
NA19835#2#CM094033.1:200862230-201362229_chr3_qarm	qarm	chr3	255000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr18p,chr19p,chr20p,chr20q
NA19835#2#CM094033.1:2252-502251_chr3_parm	parm	chr3	.	.	.	.
NA19835#2#CM094034.1:180379861-180879860_chr5_qarm	qarm	chr5	305000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
NA19835#2#CM094034.1:6577-506576_chr5_parm	parm	chr5	.	.	.	.
NA19835#2#CM094035.1:171806940-172306939_chr6_qarm	qarm	chr6	360000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
NA19835#2#CM094035.1:5907-505906_chr6_parm	parm	chr6	0	160000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr15q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA19835#2#CM094036.1:147327306-147827305_chr8_qarm	qarm	chr8	.	.	.	.
NA19835#2#CM094036.1:4902-504901_chr8_parm	parm	chr8	0	30000	chr1,chr4,chr6,chr8,chr19	chr1p,chr4q,chr6p,chr8p,chr19p
NA19835#2#CM094037.1:134063867-134563866_chr9_qarm	qarm	chr9	275000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr18,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10p,chr10q,chr11p,chr16q,chr17q,chr18p,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA19835#2#CM094037.1:8464-508463_chr9_parm	parm	chr9	0	40000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
NA19835#2#CM094038.1:135252985-135752984_chr10_qarm	qarm	chr10	470000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
NA19835#2#CM094038.1:5875-505874_chr10_parm	parm	chr10	0	70000	chr3,chr9,chr10,chr18	chr3q,chr9q,chr10p,chr18p
NA19835#2#CM094039.1:135337354-135837353_chr11_qarm	qarm	chr11	.	.	.	.
NA19835#2#CM094039.1:7026-507025_chr11_parm	parm	chr11	0	205000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr17p,chr19p,chr20p,chr20q
NA19835#2#CM094040.1:108369102-108869101_chr13_qarm	qarm	chr13	490000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
NA19835#2#CM094040.1:7605-507604_chr13_parm	parm	chr13	0	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr14,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13p,chr13q,chr14p,chr15p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21p,chr21q,chr22p,chr22q
NA19835#2#CM094041.1:5675-505674_chr16_parm	parm	chr16	0	25000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20q
NA19835#2#CM094041.1:94400166-94900165_chr16_qarm	qarm	chr16	265000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr10p,chr11p,chr12p,chr15q,chr16p,chr16q,chr18p,chr19p,chr20p,chr20q
NA19835#2#CM094042.1:61928030-62428029_chr19_qarm	qarm	chr19	480000	500000	chr1,chr2,chr4,chr6,chr7,chr8,chr10,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr8p,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
NA19835#2#CM094042.1:8020-508019_chr19_parm	parm	chr19	0	205000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
NA19835#2#CM094043.1:65356373-65856372_chr20_qarm	qarm	chr20	400000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
NA19835#2#CM094043.1:9585-509584_chr20_parm	parm	chr20	0	100000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr10q,chr11p,chr12p,chr13q,chr15q,chr16p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA19835#2#JBIRDA010000001.1:41931785-42431784_chr22_qarm	qarm	chr22	475000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr7p,chr10q,chr19q,chr20p,chr21q,chr22q
NA19835#2#JBIRDA010000004.1:47881113-48381112_chr7_qarm	qarm	chr7	495000	500000	chr7,chr12	chr7q,chr12q
NA19835#2#JBIRDA010000006.1:8735-508734_chr4_parm	parm	chr4	0	60000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
NA19835#2#JBIRDA010000010.1:61973043-62473042_chr18_qarm	qarm	chr18	.	.	.	.
NA19835#2#JBIRDA010000011.1:95071725-95571724_chr15_qarm	qarm	chr15	380000	500000	chr1,chr3,chr5,chr6,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr3q,chr5q,chr6p,chr6q,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr19p,chr20p,chr20q
NA19835#2#JBIRDA010000014.1:4609-504608_chr7_parm	parm	chr7	0	135000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr19,chr20,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr22q
NA19835#2#JBIRDA010000015.1:6624-506623_chr18_parm	parm	chr18	0	90000	chr3,chr9,chr10,chr18	chr3q,chr9q,chr10p,chr18p
NA19835#2#JBIRDA010000016.1:7202-507201_chr17_parm	parm	chr17	0	140000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr16q,chr17p,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA19835#2#JBIRDA010000034.1:150004152-150504151_chr2_qarm	qarm	chr2	380000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA19835#2#JBIRDA010000037.1:4807-504806_chr12_parm	parm	chr12	0	70000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
NA19835#2#JBIRDA010000040.1:5984-505983_chr2_parm	parm	chr2	.	.	.	.
NA19835#2#JBIRDA010000041.1:57320445-57820444_chr17_qarm	qarm	chr17	450000	500000	chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr10,chr11,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr10q,chr11p,chr17q,chr19q,chr20p,chr21q,chr22q
NA19835#2#JBIRDA010000042.1:3778-503777_chrX_parm	parm	chrX	.	.	.	.
NA19835#2#JBIRDA010000043.1:100466262-100966261_chr14_qarm	qarm	chr14	.	.	.	.
NA19835#2#JBIRDA010000044.1:8777376-9277375_chrX_qarm	qarm	chrX	475000	500000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20q
NA19835#2#JBIRDA010000046.1:40157132-40657131_chr21_qarm	qarm	chr21	480000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr7p,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
NA19835#2#JBIRDA010000049.1:7217-507216_chr21_parm	parm	chr21	0	265000	chr13,chr14,chr15,chr21,chr22	chr13p,chr14p,chr15p,chr21p,chr22p
NA19835#2#JBIRDA010000051.1:6082-506081_chr14_parm	parm	chr14	0	390000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
NA19835#2#JBIRDA010000053.1:7560-507559_chr15_parm	parm	chr15	0	500000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
NA19909#1#CM094121.1:181140743-181640742_chr5_qarm	qarm	chr5	315000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
NA19909#1#CM094121.1:3557-503556_chr5_parm	parm	chr5	.	.	.	.
NA19909#1#CM094122.1:160832456-161332455_chr7_qarm	qarm	chr7	495000	500000	chr7,chr12	chr7q,chr12q
NA19909#1#CM094122.1:4192-504191_chr7_parm	parm	chr7	0	140000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr19,chr20,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr16q,chr17p,chr17q,chr19p,chr19q,chr20p,chr20q,chr22q
NA19909#1#CM094123.1:133367577-133867576_chr10_qarm	qarm	chr10	470000	500000	chr1,chr2,chr4,chr6,chr7,chr8,chr10,chr13,chr17,chr18,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr8p,chr10q,chr13q,chr17q,chr18p,chr19q,chr20p,chr21q,chr22q
NA19909#1#CM094123.1:3345-503344_chr10_parm	parm	chr10	0	70000	chr3,chr9,chr10,chr18	chr3q,chr9q,chr10p,chr18p
NA19909#1#CM094124.1:133901835-134401834_chr11_qarm	qarm	chr11	.	.	.	.
NA19909#1#CM094124.1:5158-505157_chr11_parm	parm	chr11	0	180000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr16q,chr17p,chr17q,chr19p,chr20p,chr20q
NA19909#1#CM094125.1:133319206-133819205_chr12_qarm	qarm	chr12	475000	500000	chr7,chr12	chr7q,chr12q
NA19909#1#CM094125.1:5728-505727_chr12_parm	parm	chr12	0	70000	chr3,chr9,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
NA19909#1#CM094126.1:2308-502307_chr16_parm	parm	chr16	0	195000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10p,chr10q,chr11p,chr13q,chr16q,chr17q,chr18p,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
NA19909#1#CM094126.1:95315097-95815096_chr16_qarm	qarm	chr16	350000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr16q,chr17q,chr19p,chr20p,chr20q,chr21q,chr22q
NA19909#1#CM094127.1:2287-502286_chr17_parm	parm	chr17	0	45000	chr3,chr7,chr11,chr17	chr3q,chr7p,chr11p,chr17p
