gene_name,genome_wide_copies,gene_biotype,chromosomes,num_chromosomes
RPS28P9,1,pseudogene,chr17,1
TBC1D28,1,protein_coding,chr17,1
LOC124903945,1,lncRNA,chr17,1
PAIP1P2,1,pseudogene,chr17,1
ZNF286B,1,transcribed_pseudogene,chr17,1
FOXO3B,1,protein_coding,chr17,1
UBE2SP2,1,pseudogene,chr17,1
TRIM16L,1,transcribed_pseudogene,chr17,1
FBXW10,1,protein_coding,chr17,1
TVP23B,1,protein_coding,chr17,1
LOC101929141,1,transcribed_pseudogene,chr17,1
RN7SL627P,1,pseudogene,chr17,1
PRPSAP2,1,protein_coding,chr17,1
LOC100419620,1,pseudogene,chr17,1
LOC124904114,1,snoRNA,chr17,1
SLC5A10,1,protein_coding,chr17,1
FAM83G,1,protein_coding,chr17,1
GRAP,1,protein_coding,chr17,1
SNORD3B-1,1,snoRNA,chr17,1
SNORD3B-2,1,snoRNA,chr17,1
KYNUP2,1,pseudogene,chr17,1
GRAPL-AS1,1,lncRNA,chr17,1
GRAPL,1,protein_coding,chr17,1
LOC124903946,1,lncRNA,chr17,1
SNORD3A,1,snoRNA,chr17,1
LOC102724624,1,lncRNA,chr17,1
KYNUP1,1,pseudogene,chr17,1
SNORD3C,1,snoRNA,chr17,1
SNORD3D,1,snoRNA,chr17,1
KYNUP3,1,pseudogene,chr17,1
LOC388436,1,lncRNA,chr17,1
EPN2,1,protein_coding,chr17,1
EPN2-IT1,1,lncRNA,chr17,1
EPN2-AS1,1,lncRNA,chr17,1
B9D1,1,protein_coding,chr17,1
MIR1180,1,miRNA,chr17,1
LOC105371573,1,lncRNA,chr17,1
MAPK7,1,protein_coding,chr17,1
MFAP4,1,protein_coding,chr17,1
LOC124903947,1,lncRNA,chr17,1
RNF112,1,protein_coding,chr17,1
LOC105371574,1,lncRNA,chr17,1
RPS2P46,1,pseudogene,chr17,1
RPL17P43,1,pseudogene,chr17,1
TRW-CCA2-1,1,tRNA,chr17,1
SLC47A1,1,protein_coding,chr17,1
SNORA59B,1,snoRNA,chr17,1
LOC105371578,1,lncRNA,chr17,1
SLC47A1P1,1,pseudogene,chr17,1
SNORA109,2,snoRNA,"chr17,chrX",2
MTND1P14,1,pseudogene,chr17,1
NMTRQ-TTG12-1,1,pseudogene,chr17,1
MTND2P12,1,pseudogene,chr17,1
MTCO1P39,1,pseudogene,chr17,1
SLC47A1P2,1,transcribed_pseudogene,chr17,1
ALDH3A2,1,protein_coding,chr17,1
LOC124900397,1,pseudogene,chr17,1
SLC47A2,1,protein_coding,chr17,1
LOC124903948,1,lncRNA,chr17,1
ALDH3A1,1,protein_coding,chr17,1
LOC441784,1,pseudogene,chr17,1
ULK2,1,protein_coding,chr17,1
NDUFB4P3,1,pseudogene,chr17,1
LOC124904110,1,pseudogene,chr17,1
TRG-CCC3-1,1,tRNA,chr17,1
AKAP10,1,protein_coding,chr17,1
SPECC1,1,protein_coding,chr17,1
LOC100131943,1,lncRNA,chr17,1
KCTD9P1,1,pseudogene,chr17,1
RNU6-258P,1,pseudogene,chr17,1
RNU6-1057P,1,pseudogene,chr17,1
CCDC144CP,1,transcribed_pseudogene,chr17,1
RNU6-467P,1,pseudogene,chr17,1
UPF3AP2,1,pseudogene,chr17,1
USP32P3,1,transcribed_pseudogene,chr17,1
SRP68P3,1,pseudogene,chr17,1
FAM106B,1,lncRNA,chr17,1
NOS2P3,1,transcribed_pseudogene,chr17,1
LGALS9B,1,protein_coding,chr17,1
TNPO1P3,1,pseudogene,chr17,1
YWHAEP3,1,pseudogene,chr17,1
KRT16P5,1,pseudogene,chr17,1
LOC105371552,1,lncRNA,chr17,1
KRT16P3,1,transcribed_pseudogene,chr17,1
KRT17P6,1,pseudogene,chr17,1
KRT17P7,1,pseudogene,chr17,1
LOC100996294,1,lncRNA,chr17,1
TBC1D3P3,1,pseudogene,chr17,1
LOC100132977,1,pseudogene,chr17,1
COTL1P2,1,pseudogene,chr17,1
LOC105371580,1,lncRNA,chr17,1
CDRT15L2,1,protein_coding,chr17,1
ZSWIM5P2,1,pseudogene,chr17,1
MEIS3P2,1,pseudogene,chr17,1
LOC401875,1,pseudogene,chr17,1
LINC02088,1,lncRNA,chr17,1
LOC100287072,1,transcribed_pseudogene,chr17,1
LOC729334,1,pseudogene,chr17,1
LOC105371583,1,lncRNA,chr17,1
RNFT1P3,1,pseudogene,chr17,1
HNRNPA1P19,1,pseudogene,chr17,1
OLA1P2,1,pseudogene,chr17,1
SCDP1,1,pseudogene,chr17,1
ABHD17AP6,1,pseudogene,chr17,1
CCDC144NL,1,transcribed_pseudogene,chr17,1
CCDC144NL-AS1,1,lncRNA,chr17,1
RNU6-1178P,1,pseudogene,chr17,1
RNASEH1P1,1,pseudogene,chr17,1
LOC339260,1,lncRNA,chr17,1
LOC124900389,1,protein_coding,chr17,1
SPECC1P2,1,pseudogene,chr17,1
USP22,1,protein_coding,chr17,1
LINC01563,1,lncRNA,chr17,1
DHRS7B,1,protein_coding,chr17,1
TMEM11,1,protein_coding,chr17,1
TMEM11-DT,1,lncRNA,chr17,1
RN7SL426P,1,pseudogene,chr17,1
NATD1,1,protein_coding,chr17,1
EIF1P5,1,pseudogene,chr17,1
MAP2K3,1,protein_coding,chr17,1
KCNJ12,1,protein_coding,chr17,1
LOC124903950,3,lncRNA,chr17,1
PDLIM1P2,3,pseudogene,chr17,1
LOC124903951,1,lncRNA,chr17,1
RPL21P120,1,pseudogene,chr17,1
LOC105371589,2,lncRNA,chr17,1
LINC02693,1,lncRNA,chr17,1
LOC124903953,1,lncRNA,chr17,1
LOC100533653,1,pseudogene,chr17,1
LOC101930665,1,lncRNA,chr17,1
LOC100287309,2,pseudogene,chr17,1
BSNDP1,3,pseudogene,"chr17,chr20",2
KCNJ18,2,protein_coding,chr17,1
LOC100996792,1,pseudogene,chr17,1
NCOR1P2,1,pseudogene,chr17,1
UBBP4,1,transcribed_pseudogene,chr17,1
FTLP13,1,pseudogene,chr17,1
LINC02002,1,lncRNA,chr17,1
LOC105371597,1,lncRNA,chr17,1
LOC100421165,1,pseudogene,chr17,1
FAM27E5,1,lncRNA,chr17,1
LOC105377824,21,lncRNA,chr17,1
LOC107987246,1,lncRNA,chr17,1
FLJ36000,1,lncRNA,chr17,1
LOC124903954,1,lncRNA,chr17,1
MTND6P35,1,pseudogene,chr17,1
MTCYBP13,1,pseudogene,chr17,1
MTRNR2L1,1,pseudogene,chr17,1
MTND1P15,1,pseudogene,chr17,1
MTND2P13,1,pseudogene,chr17,1
MTCO1P13,1,pseudogene,chr17,1
NMTRS-TGA3-1,1,pseudogene,chr17,1
MTCO2P13,1,pseudogene,chr17,1
MTATP6P3,1,pseudogene,chr17,1
MTCO3P13,1,pseudogene,chr17,1
MTND4LP8,1,pseudogene,chr17,1
MTND6P34,1,pseudogene,chr17,1
LOC100419890,1,pseudogene,chr17,1
LOC124904098,1,lncRNA,chr17,1
LOC100533640,1,pseudogene,chr17,1
WEE1P2,1,pseudogene,chr17,1
LOC100422478,1,pseudogene,chr17,1
LOC124903955,1,lncRNA,chr17,1
PDLIM1P3,1,pseudogene,chr17,1
GTF2IP6,1,pseudogene,chr17,1
VN1R71P,1,pseudogene,chr17,1
LOC105371703,1,lncRNA,chr17,1
TUFMP1,1,pseudogene,chr17,1
LOC105371704,1,lncRNA,chr17,1
LOC124903956,1,lncRNA,chr17,1
RPL34P31,1,pseudogene,chr17,1
RPS16P8,1,pseudogene,chr17,1
MIR4522,1,miRNA,chr17,1
WSB1,1,protein_coding,chr17,1
LOC124903957,1,lncRNA,chr17,1
LOC124903959,1,lncRNA,chr17,1
LOC124903958,1,lncRNA,chr17,1
SYPL1P2,1,pseudogene,chr17,1
LOC105371705,1,lncRNA,chr17,1
TBC1D3P5,1,transcribed_pseudogene,chr17,1
KSR1,1,protein_coding,chr17,1
MSANTD3P1,1,pseudogene,chr17,1
LOC124903960,1,lncRNA,chr17,1
ITM2BP1,1,pseudogene,chr17,1
LGALS9,1,protein_coding,chr17,1
NOS2P1,1,pseudogene,chr17,1
LOC100420408,1,pseudogene,chr17,1
CPDP1,1,pseudogene,chr17,1
LGALS9DP,1,pseudogene,chr17,1
NOS2,1,protein_coding,chr17,1
LOC124903961,1,lncRNA,chr17,1
LYRM9,1,protein_coding,chr17,1
LINC01992,1,lncRNA,chr17,1
LOC124903962,1,lncRNA,chr17,1
LOC124900402,1,pseudogene,chr17,1
LOC124900393,1,snoRNA,chr17,1
LOC105371709,1,lncRNA,chr17,1
NLK,1,protein_coding,chr17,1
LOC102724517,1,lncRNA,chr17,1
RPS29P22,1,pseudogene,chr17,1
LOC105371711,1,lncRNA,chr17,1
LOC105371710,1,lncRNA,chr17,1
PYY2,1,transcribed_pseudogene,chr17,1
LOC105371712,1,lncRNA,chr17,1
PPY2P,1,transcribed_pseudogene,chr17,1
LOC101926984,1,lncRNA,chr17,1
KRT18P55,1,transcribed_pseudogene,chr17,1
TMEM97,1,protein_coding,chr17,1
IFT20,1,protein_coding,chr17,1
TNFAIP1,1,protein_coding,chr17,1
POLDIP2,1,protein_coding,chr17,1
LOC124903963,1,lncRNA,chr17,1
TMEM199,1,protein_coding,chr17,1
MIR4723,1,miRNA,chr17,1
SEBOX,1,protein_coding,chr17,1
VTN,1,protein_coding,chr17,1
SARM1,1,protein_coding,chr17,1
SLC46A1,1,protein_coding,chr17,1
LOC124903964,1,lncRNA,chr17,1
H3P41,1,pseudogene,chr17,1
LOC101060112,1,pseudogene,chr17,1
RPS7P1,1,pseudogene,chr17,1
SLC13A2,1,protein_coding,chr17,1
FOXN1,1,protein_coding,chr17,1
UNC119,1,protein_coding,chr17,1
PIGS,1,protein_coding,chr17,1
ALDOC,1,protein_coding,chr17,1
SPAG5,1,protein_coding,chr17,1
SPAG5-AS1,1,lncRNA,chr17,1
RSKR,1,protein_coding,chr17,1
KIAA0100,1,protein_coding,chr17,1
SDF2,1,protein_coding,chr17,1
RPS12P28,1,pseudogene,chr17,1
SUPT6H,1,protein_coding,chr17,1
PROCA1,1,protein_coding,chr17,1
RAB34,1,protein_coding,chr17,1
RPL23A,1,protein_coding,chr17,1
SNORD42B,1,snoRNA,chr17,1
SNORD4A,1,snoRNA,chr17,1
SNORD42A,1,snoRNA,chr17,1
SNORD4B,1,snoRNA,chr17,1
TLCD1,1,protein_coding,chr17,1
NEK8,1,protein_coding,chr17,1
TRAF4,1,protein_coding,chr17,1
FAM222B,1,protein_coding,chr17,1
LOC124903965,1,lncRNA,chr17,1
RPL31P58,1,pseudogene,chr17,1
ERAL1,1,protein_coding,chr17,1
LOC124903966,1,lncRNA,chr17,1
MIR451A,1,miRNA,chr17,1
MIR451B,1,miRNA,chr17,1
MIR144,1,miRNA,chr17,1
MIR4732,1,miRNA,chr17,1
FLOT2,1,protein_coding,chr17,1
DHRS13,1,protein_coding,chr17,1
PHF12,1,protein_coding,chr17,1
LOC101927018,1,lncRNA,chr17,1
LOC105371716,1,lncRNA,chr17,1
SEZ6,1,protein_coding,chr17,1
NDUFS5P7,1,pseudogene,chr17,1
PIPOX,1,protein_coding,chr17,1
MYO18A,1,protein_coding,chr17,1
LOC124903967,1,lncRNA,chr17,1
LOC100421028,1,pseudogene,chr17,1
TWF1P1,1,pseudogene,chr17,1
CRYBA1,1,protein_coding,chr17,1
NUFIP2,1,protein_coding,chr17,1
RPL35AP35,1,pseudogene,chr17,1
RNU4-34P,1,pseudogene,chr17,1
TAOK1,1,protein_coding,chr17,1
MIR4523,1,miRNA,chr17,1
LOC124903968,1,pseudogene,chr17,1
RNU6-711P,1,pseudogene,chr17,1
RNU6-1034P,1,pseudogene,chr17,1
LOC124904148,1,pseudogene,chr17,1
ABHD15,1,protein_coding,chr17,1
TP53I13,1,protein_coding,chr17,1
GIT1,1,protein_coding,chr17,1
ANKRD13B,1,protein_coding,chr17,1
CORO6,1,protein_coding,chr17,1
SSH2,1,protein_coding,chr17,1
LOC107984990,1,lncRNA,chr17,1
RNU6-920P,1,pseudogene,chr17,1
RPL21P123,1,pseudogene,chr17,1
LOC100421100,1,pseudogene,chr17,1
LOC124900394,1,pseudogene,chr17,1
LOC124900390,1,lncRNA,chr17,1
RPL9P30,1,pseudogene,chr17,1
LOC124904117,1,snoRNA,chr17,1
EFCAB5,1,protein_coding,chr17,1
RNY4P13,1,pseudogene,chr17,1
STX18P1,1,pseudogene,chr17,1
NSRP1,1,protein_coding,chr17,1
MIR423,1,miRNA,chr17,1
MIR3184,1,miRNA,chr17,1
SLC6A4,1,protein_coding,chr17,1
LOC124903970,1,lncRNA,chr17,1
LOC105371720,1,lncRNA,chr17,1
BLMH,1,protein_coding,chr17,1
RNU6-1267P,1,pseudogene,chr17,1
LOC124903971,1,lncRNA,chr17,1
LOC105371721,1,lncRNA,chr17,1
TMIGD1,1,protein_coding,chr17,1
RNU6-990P,1,pseudogene,chr17,1
CPD,1,protein_coding,chr17,1
GOSR1,1,protein_coding,chr17,1
ALOX12P1,1,pseudogene,chr17,1
LOC100420311,1,pseudogene,chr17,1
TBC1D29P,1,transcribed_pseudogene,chr17,1
KRT17P3,1,pseudogene,chr17,1
LOC101927093,1,lncRNA,chr17,1
SMURF2P1-LRRC37BP1,1,transcribed_pseudogene,chr17,1
LOC124903978,1,lncRNA,chr17,1
SMURF2P1,1,pseudogene,chr17,1
SH3GL1P2,1,transcribed_pseudogene,chr17,1
LOC100420850,2,pseudogene,chr17,1
LRRC37BP1,1,pseudogene,chr17,1
LOC105371723,1,lncRNA,chr17,1
RN7SL316P,1,pseudogene,chr17,1
SUZ12P1,1,transcribed_pseudogene,chr17,1
CRLF3,1,protein_coding,chr17,1
RPS17P3,1,pseudogene,chr17,1
ATAD5,1,protein_coding,chr17,1
RNU6-298P,1,pseudogene,chr17,1
TEFM,1,protein_coding,chr17,1
ADAP2,1,protein_coding,chr17,1
RNF135,1,protein_coding,chr17,1
RN7SL138P,1,pseudogene,chr17,1
DPRXP4,1,transcribed_pseudogene,chr17,1
LOC107984974,1,transcribed_pseudogene,chr17,1
LOC646030,1,transcribed_pseudogene,chr17,1
LOC105371722,1,lncRNA,chr17,1
LOC124903974,1,lncRNA,chr17,1
MIR4733,1,miRNA,chr17,1
NF1,1,protein_coding,chr17,1
LOC101927057,1,lncRNA,chr17,1
OMG,1,protein_coding,chr17,1
EVI2B,1,protein_coding,chr17,1
EVI2A,1,protein_coding,chr17,1
AK4P1,1,pseudogene,chr17,1
RAB11FIP4,1,protein_coding,chr17,1
LOC124903977,1,lncRNA,chr17,1
LOC105371725,1,lncRNA,chr17,1
RN7SL79P,1,pseudogene,chr17,1
RN7SL45P,1,pseudogene,chr17,1
MIR4724,1,miRNA,chr17,1
TRT-CGT4-1,1,tRNA,chr17,1
MIR193A,1,miRNA,chr17,1
RNU6ATAC7P,1,pseudogene,chr17,1
MIR4725,1,miRNA,chr17,1
MIR365B,1,miRNA,chr17,1
LOC124903975,1,lncRNA,chr17,1
RNU6-1134P,1,pseudogene,chr17,1
GPR160P2,1,pseudogene,chr17,1
COPRS,1,protein_coding,chr17,1
UTP6,1,protein_coding,chr17,1
SUZ12,1,protein_coding,chr17,1
RNA5SP437,1,pseudogene,chr17,1
LOC124903972,1,protein_coding,chr17,1
LRRC37B,1,protein_coding,chr17,1
SH3GL1P1,1,transcribed_pseudogene,chr17,1
LOC124903973,1,lncRNA,chr17,1
LOC102724625,1,lncRNA,chr17,1
WDR45BP1,1,pseudogene,chr17,1
LOC105371730,1,lncRNA,chr17,1
RHOT1,1,protein_coding,chr17,1
ARGFXP2,1,transcribed_pseudogene,chr17,1
UBL5P2,1,pseudogene,chr17,1
LOC124903979,1,lncRNA,chr17,1
LOC105371731,1,lncRNA,chr17,1
RHBDL3,1,protein_coding,chr17,1
LOC124903980,1,lncRNA,chr17,1
C17orf75,1,protein_coding,chr17,1
OOSP1P2,1,pseudogene,chr17,1
MIR632,1,miRNA,chr17,1
ZNF207,1,protein_coding,chr17,1
NUDT15P2,1,pseudogene,chr17,1
PSMD11,1,protein_coding,chr17,1
CDK5R1,1,protein_coding,chr17,1
MYO1D,1,protein_coding,chr17,1
LOC124903982,1,lncRNA,chr17,1
LOC105371734,1,lncRNA,chr17,1
LOC107985012,1,lncRNA,chr17,1
LOC124903981,1,lncRNA,chr17,1
MYO1D-DT,1,lncRNA,chr17,1
H2BN1,1,protein_coding,chr17,1
TMEM98,1,protein_coding,chr17,1
SPACA3,1,protein_coding,chr17,1
ASIC2,1,protein_coding,chr17,1
LOC105371737,1,lncRNA,chr17,1
LOC124903985,1,lncRNA,chr17,1
AA06,1,transcribed_pseudogene,chr17,1
LOC112268206,1,lncRNA,chr17,1
LOC147004,1,lncRNA,chr17,1
LOC124903984,1,lncRNA,chr17,1
LOC124903983,1,lncRNA,chr17,1
LOC107985038,1,lncRNA,chr17,1
LOC107987247,1,lncRNA,chr17,1
TLK2P1,1,pseudogene,chr17,1
LOC107985035,1,lncRNA,chr17,1
LOC107985036,1,lncRNA,chr17,1
RNA5SP438,1,pseudogene,chr17,1
LOC105371735,1,lncRNA,chr17,1
LINC01989,1,lncRNA,chr17,1
CCL2,1,protein_coding,chr17,1
CCL7,1,protein_coding,chr17,1
CCL11,1,protein_coding,chr17,1
CCL8,1,protein_coding,chr17,1
CCL13,1,protein_coding,chr17,1
CCL1,1,protein_coding,chr17,1
LOC124903986,1,lncRNA,chr17,1
LOC105371738,1,lncRNA,chr17,1
LOC105371739,1,lncRNA,chr17,1
TMEM132E-DT,1,lncRNA,chr17,1
TMEM132E,1,protein_coding,chr17,1
LOC105371740,1,lncRNA,chr17,1
LOC124903987,1,lncRNA,chr17,1
LOC105371742,1,lncRNA,chr17,1
CCT6B,1,protein_coding,chr17,1
ZNF830,1,protein_coding,chr17,1
LIG3,1,protein_coding,chr17,1
OSTCP7,1,pseudogene,chr17,1
RFFL,1,protein_coding,chr17,1
RAD51L3-RFFL,1,lncRNA,chr17,1
LOC124904123,1,snoRNA,chr17,1
RPL37P22,1,pseudogene,chr17,1
RAD51D,1,protein_coding,chr17,1
FNDC8,1,protein_coding,chr17,1
NLE1,1,protein_coding,chr17,1
UNC45B,1,protein_coding,chr17,1
LOC100130114,1,pseudogene,chr17,1
SLC35G3,1,protein_coding,chr17,1
LOC105371932,1,protein_coding,chr17,1
SLFN5,1,protein_coding,chr17,1
LOC101060119,1,pseudogene,chr17,1
SLFN11,1,protein_coding,chr17,1
LOC105371933,1,lncRNA,chr17,1
UFM1P2,1,pseudogene,chr17,1
LOC729839,1,pseudogene,chr17,1
SLFN12,1,protein_coding,chr17,1
SLFN13,1,protein_coding,chr17,1
LOC100420061,1,pseudogene,chr17,1
SLFN12L,1,protein_coding,chr17,1
E2F3P1,1,pseudogene,chr17,1
TAF5LP1,1,pseudogene,chr17,1
LOC112268197,1,pseudogene,chr17,1
SLFN14,1,protein_coding,chr17,1
LOC107985033,1,lncRNA,chr17,1
RPL39P32,1,pseudogene,chr17,1
SNHG30,1,lncRNA,chr17,1
SNORD7,1,snoRNA,chr17,1
PEX12,1,protein_coding,chr17,1
AP2B1,1,protein_coding,chr17,1
LOC100420062,1,pseudogene,chr17,1
RPL17P42,1,pseudogene,chr17,1
RASL10B,1,protein_coding,chr17,1
GAS2L2,1,protein_coding,chr17,1
MMP28,1,protein_coding,chr17,1
C17orf50,1,protein_coding,chr17,1
TAF15,1,protein_coding,chr17,1
HEATR9,1,protein_coding,chr17,1
LOC107985049,1,pseudogene,chr17,1
LOC105371745,1,lncRNA,chr17,1
CCL5,1,protein_coding,chr17,1
LRRC37A8P,1,transcribed_pseudogene,chr17,1
LRRC37A9P,1,pseudogene,chr17,1
LOC100133244,1,pseudogene,chr17,1
LOC124903988,1,pseudogene,chr17,1
RDM1,1,protein_coding,chr17,1
LYZL6,1,protein_coding,chr17,1
CCL16,1,protein_coding,chr17,1
CCL14,1,protein_coding,chr17,1
CCL15-CCL14,1,lncRNA,chr17,1
CCL15,1,protein_coding,chr17,1
LOC107985068,1,lncRNA,chr17,1
CCL23,1,protein_coding,chr17,1
LOC105371746,1,lncRNA,chr17,1
CCL18,1,protein_coding,chr17,1
CCL3,1,protein_coding,chr17,1
CCL4,1,protein_coding,chr17,1
RN7SL301P,1,pseudogene,chr17,1
LOC101927369,1,lncRNA,chr17,1
LOC100419980,1,pseudogene,chr17,1
LOC107985055,1,lncRNA,chr17,1
LOC100420851,1,pseudogene,chr17,1
TBC1D3L,1,protein_coding,chr17,1
CCL3L3,2,protein_coding,chr17,1
CCL4L2,2,protein_coding,chr17,1
LOC105371747,1,lncRNA,chr17,1
YWHAEP6,6,pseudogene,chr17,1
LOC100420853,5,pseudogene,chr17,1
TBC1D3I,1,protein_coding,chr17,1
LOC102724956,5,lncRNA,chr17,1
LOC101929950,1,transcribed_pseudogene,chr17,1
TBC1D3G,1,protein_coding,chr17,1
LOC102723851,2,lncRNA,chr17,1
RNA5SP526,5,pseudogene,chr17,1
LOC102723414,1,lncRNA,chr17,1
TBC1D3H,1,protein_coding,chr17,1
LOC102723819,1,lncRNA,chr17,1
TBC1D3B,1,protein_coding,chr17,1
LOC105371749,1,lncRNA,chr17,1
ZNHIT3,1,protein_coding,chr17,1
RNA5SP439,1,pseudogene,chr17,1
MYO19,1,protein_coding,chr17,1
PIGW,1,protein_coding,chr17,1
GGNBP2,1,protein_coding,chr17,1
RPS2P50,1,pseudogene,chr17,1
DHRS11,1,protein_coding,chr17,1
LOC107985031,1,lncRNA,chr17,1
MRM1,1,protein_coding,chr17,1
LOC105371750,1,lncRNA,chr17,1
LOC105371751,1,lncRNA,chr17,1
LHX1-DT,1,lncRNA,chr17,1
LHX1,1,protein_coding,chr17,1
AATF,1,protein_coding,chr17,1
MIR2909,1,miRNA,chr17,1
LOC105371753,1,lncRNA,chr17,1
ACACA,1,protein_coding,chr17,1
RPS2P49,1,pseudogene,chr17,1
HMGB1P24,1,pseudogene,chr17,1
RPL18AP12,1,pseudogene,chr17,1
SNORA90,1,snoRNA,chr17,1
C17orf78,1,protein_coding,chr17,1
TADA2A,1,protein_coding,chr17,1
LOC100419621,1,pseudogene,chr17,1
DUSP14,1,protein_coding,chr17,1
SYNRG,1,protein_coding,chr17,1
DDX52,1,protein_coding,chr17,1
MIR378J,1,miRNA,chr17,1
LOC105371756,1,lncRNA,chr17,1
HNF1B,1,protein_coding,chr17,1
LOC124903989,1,lncRNA,chr17,1
LOC105371754,1,lncRNA,chr17,1
LOC105371757,1,lncRNA,chr17,1
YWHAEP7,1,transcribed_pseudogene,chr17,1
LOC100420852,1,pseudogene,chr17,1
RNU6-489P,1,pseudogene,chr17,1
TBC1D3,1,protein_coding,chr17,1
LOC102723608,1,lncRNA,chr17,1
TBC1D3K,1,protein_coding,chr17,1
TBC1D3D,1,protein_coding,chr17,1
LOC102723933,1,lncRNA,chr17,1
TBC1D3E,1,protein_coding,chr17,1
LOC101060212,1,protein_coding,chr17,1
LOC105371760,2,lncRNA,chr17,1
MRPL45,1,protein_coding,chr17,1
GPR179,1,protein_coding,chr17,1
LOC124903991,1,lncRNA,chr17,1
SOCS7,1,protein_coding,chr17,1
ARHGAP23,1,protein_coding,chr17,1
LOC101929494,1,lncRNA,chr17,1
SRCIN1,1,protein_coding,chr17,1
LOC105371761,1,lncRNA,chr17,1
LOC124903992,1,lncRNA,chr17,1
EPOP,1,protein_coding,chr17,1
LOC105371763,1,lncRNA,chr17,1
MIR4734,1,miRNA,chr17,1
MLLT6,1,protein_coding,chr17,1
LOC124903993,1,lncRNA,chr17,1
LOC105371762,1,lncRNA,chr17,1
MIR4726,1,miRNA,chr17,1
CISD3,1,protein_coding,chr17,1
RNA5SP440,1,pseudogene,chr17,1
PCGF2,1,protein_coding,chr17,1
LOC100287808,1,lncRNA,chr17,1
TRN-GTT2-5,1,tRNA,chr17,1
PSMB3,1,protein_coding,chr17,1
RNU6-866P,1,pseudogene,chr17,1
PIP4K2B,1,protein_coding,chr17,1
CWC25,1,protein_coding,chr17,1
MIR4727,1,miRNA,chr17,1
C17orf98,1,protein_coding,chr17,1
LOC124903994,1,lncRNA,chr17,1
RPL23,1,protein_coding,chr17,1
SNORA21B,1,snoRNA,chr17,1
SNORA21,1,snoRNA,chr17,1
RPS20P35,1,pseudogene,chr17,1
TRC-GCA14-1,1,tRNA,chr17,1
TRC-GCA2-2,1,tRNA,chr17,1
TRC-GCA4-1,1,tRNA,chr17,1
LASP1,1,protein_coding,chr17,1
MIR6779,1,miRNA,chr17,1
LINC00672,1,lncRNA,chr17,1
FBXO47,1,protein_coding,chr17,1
LOC105371767,1,lncRNA,chr17,1
LINC02079,1,lncRNA,chr17,1
LRRC37A11P,1,transcribed_pseudogene,chr17,1
RDM1P5,1,transcribed_pseudogene,chr17,1
PLXDC1,1,protein_coding,chr17,1
LOC124903995,1,lncRNA,chr17,1
TRC-GCA2-3,1,tRNA,chr17,1
TRC-GCA2-4,1,tRNA,chr17,1
ARL5C,1,protein_coding,chr17,1
CACNB1,1,protein_coding,chr17,1
LOC105371768,1,lncRNA,chr17,1
LOC124903996,1,lncRNA,chr17,1
RPL19,1,protein_coding,chr17,1
STAC2,1,protein_coding,chr17,1
LOC101929578,1,transcribed_pseudogene,chr17,1
FBXL20,1,protein_coding,chr17,1
MIR548BC,1,miRNA,chr17,1
MED1,1,protein_coding,chr17,1
CDK12,1,protein_coding,chr17,1
LOC124904107,1,snRNA,chr17,1
RNU6-233P,1,pseudogene,chr17,1
LOC105371770,1,lncRNA,chr17,1
LOC105371771,1,lncRNA,chr17,1
NEUROD2,1,protein_coding,chr17,1
LOC124903997,1,lncRNA,chr17,1
PPP1R1B,1,protein_coding,chr17,1
LOC124903998,1,lncRNA,chr17,1
STARD3,1,protein_coding,chr17,1
TCAP,1,protein_coding,chr17,1
PNMT,1,protein_coding,chr17,1
PGAP3,1,protein_coding,chr17,1
ERBB2,1,protein_coding,chr17,1
MIR4728,1,miRNA,chr17,1
MIEN1,1,protein_coding,chr17,1
GRB7,1,protein_coding,chr17,1
IKZF3,1,protein_coding,chr17,1
KRT8P34,1,pseudogene,chr17,1
RPL39P4,1,pseudogene,chr17,1
ZPBP2,1,protein_coding,chr17,1
GSDMB,1,protein_coding,chr17,1
ORMDL3,1,protein_coding,chr17,1
LOC124903999,1,lncRNA,chr17,1
LRRC3C,1,protein_coding,chr17,1
GSDMA,1,protein_coding,chr17,1
PSMD3,1,protein_coding,chr17,1
LOC124904000,1,lncRNA,chr17,1
CSF3,1,protein_coding,chr17,1
MED24,1,protein_coding,chr17,1
MIR6884,1,miRNA,chr17,1
SNORD124,1,snoRNA,chr17,1
THRA,1,protein_coding,chr17,1
NR1D1,1,protein_coding,chr17,1
LOC124904001,1,lncRNA,chr17,1
MSL1,1,protein_coding,chr17,1
CASC3,1,protein_coding,chr17,1
MIR6866,1,miRNA,chr17,1
RAPGEFL1,1,protein_coding,chr17,1
MIR6867,1,miRNA,chr17,1
WIPF2,1,protein_coding,chr17,1
RNY4P8,1,pseudogene,chr17,1
CDC6,1,protein_coding,chr17,1
RARA,1,protein_coding,chr17,1
RARA-AS1,1,lncRNA,chr17,1
GJD3,1,protein_coding,chr17,1
PPIAP54,1,pseudogene,chr17,1
RNA5SP441,1,pseudogene,chr17,1
LOC100421674,1,pseudogene,chr17,1
TOP2A,1,protein_coding,chr17,1
RPL23AP75,1,pseudogene,chr17,1
IGFBP4,1,protein_coding,chr17,1
TNS4,1,protein_coding,chr17,1
LOC105371773,1,lncRNA,chr17,1
LOC107985090,1,lncRNA,chr17,1
CCR7,1,protein_coding,chr17,1
SMARCE1,1,protein_coding,chr17,1
KRT222,1,protein_coding,chr17,1
LOC105371775,1,lncRNA,chr17,1
KRT24,1,protein_coding,chr17,1
