gene_family,copy_name,chromosome,arm,start,end,strand,phr_interval,phr_line_num,sharing_pattern,gene_biotype,reference_chromosome,is_shared_copy
MIR8078,MIR8078_17_shared_on_chr9,chr9,q,134692767,134692850,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_17_shared_on_chr10,chr10,q,134692767,134692850,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,NO
MIR8078,MIR8078_17_shared_on_chr11,chr11,q,134692767,134692850,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_17_shared_on_chr13,chr13,q,134692767,134692850,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_17_shared_on_chr16,chr16,q,134692767,134692850,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_17_shared_on_chr17,chr17,q,134692767,134692850,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_17_shared_on_chr18,chr18,q,134692767,134692850,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_17_shared_on_chr19,chr19,q,134692767,134692850,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_17_shared_on_chr20,chr20,q,134692767,134692850,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_17_shared_on_chr21,chr21,q,134692767,134692850,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_17_shared_on_chr22,chr22,q,134692767,134692850,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_15_shared_on_chr1,chr1,q,134699389,134699472,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_15_shared_on_chr2,chr2,q,134699389,134699472,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_15_shared_on_chr4,chr4,q,134699389,134699472,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_15_shared_on_chr5,chr5,q,134699389,134699472,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_15_shared_on_chr6,chr6,q,134699389,134699472,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_15_shared_on_chr7,chr7,q,134699389,134699472,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_15_shared_on_chr8,chr8,q,134699389,134699472,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_15_shared_on_chr9,chr9,q,134699389,134699472,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_15_shared_on_chr10,chr10,q,134699389,134699472,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,NO
MIR8078,MIR8078_15_shared_on_chr11,chr11,q,134699389,134699472,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_15_shared_on_chr13,chr13,q,134699389,134699472,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_15_shared_on_chr16,chr16,q,134699389,134699472,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_15_shared_on_chr17,chr17,q,134699389,134699472,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_15_shared_on_chr18,chr18,q,134699389,134699472,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_15_shared_on_chr19,chr19,q,134699389,134699472,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_15_shared_on_chr20,chr20,q,134699389,134699472,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_15_shared_on_chr21,chr21,q,134699389,134699472,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
MIR8078,MIR8078_15_shared_on_chr22,chr22,q,134699389,134699472,+,chr10:134574995-134754994,4,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr10,YES
SCGB1C1,SCGB1C1_0_shared_on_chr1,chr1,p,228737,235264,+,chr11:1736-236736,5,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr17,chr19,chr20",protein_coding,chr11,YES
SCGB1C1,SCGB1C1_0_shared_on_chr2,chr2,p,228737,235264,+,chr11:1736-236736,5,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr17,chr19,chr20",protein_coding,chr11,YES
SCGB1C1,SCGB1C1_0_shared_on_chr3,chr3,p,228737,235264,+,chr11:1736-236736,5,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr17,chr19,chr20",protein_coding,chr11,YES
SCGB1C1,SCGB1C1_0_shared_on_chr5,chr5,p,228737,235264,+,chr11:1736-236736,5,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr17,chr19,chr20",protein_coding,chr11,YES
SCGB1C1,SCGB1C1_0_shared_on_chr6,chr6,p,228737,235264,+,chr11:1736-236736,5,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr17,chr19,chr20",protein_coding,chr11,YES
SCGB1C1,SCGB1C1_0_shared_on_chr7,chr7,p,228737,235264,+,chr11:1736-236736,5,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr17,chr19,chr20",protein_coding,chr11,YES
SCGB1C1,SCGB1C1_0_shared_on_chr8,chr8,p,228737,235264,+,chr11:1736-236736,5,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr17,chr19,chr20",protein_coding,chr11,YES
SCGB1C1,SCGB1C1_0_shared_on_chr9,chr9,p,228737,235264,+,chr11:1736-236736,5,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr17,chr19,chr20",protein_coding,chr11,YES
SCGB1C1,SCGB1C1_0_shared_on_chrX,chrX,p,228737,235264,+,chr11:1736-236736,5,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr17,chr19,chr20",protein_coding,chr11,YES
SCGB1C1,SCGB1C1_0_shared_on_chrY,chrY,p,228737,235264,+,chr11:1736-236736,5,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr17,chr19,chr20",protein_coding,chr11,YES
SCGB1C1,SCGB1C1_0_shared_on_chr11,chr11,p,228737,235264,+,chr11:1736-236736,5,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr17,chr19,chr20",protein_coding,chr11,NO
SCGB1C1,SCGB1C1_0_shared_on_chr12,chr12,p,228737,235264,+,chr11:1736-236736,5,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr17,chr19,chr20",protein_coding,chr11,YES
SCGB1C1,SCGB1C1_0_shared_on_chr15,chr15,p,228737,235264,+,chr11:1736-236736,5,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr17,chr19,chr20",protein_coding,chr11,YES
SCGB1C1,SCGB1C1_0_shared_on_chr16,chr16,p,228737,235264,+,chr11:1736-236736,5,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr17,chr19,chr20",protein_coding,chr11,YES
SCGB1C1,SCGB1C1_0_shared_on_chr17,chr17,p,228737,235264,+,chr11:1736-236736,5,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr17,chr19,chr20",protein_coding,chr11,YES
SCGB1C1,SCGB1C1_0_shared_on_chr19,chr19,p,228737,235264,+,chr11:1736-236736,5,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr17,chr19,chr20",protein_coding,chr11,YES
SCGB1C1,SCGB1C1_0_shared_on_chr20,chr20,p,228737,235264,+,chr11:1736-236736,5,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr17,chr19,chr20",protein_coding,chr11,YES
IQSEC3,IQSEC3_0_shared_on_chr1,chr1,p,58888,174477,+,chr12:2783-72783,6,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr12,YES
IQSEC3,IQSEC3_0_shared_on_chr2,chr2,p,58888,174477,+,chr12:2783-72783,6,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr12,YES
IQSEC3,IQSEC3_0_shared_on_chr3,chr3,p,58888,174477,+,chr12:2783-72783,6,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr12,YES
IQSEC3,IQSEC3_0_shared_on_chr5,chr5,p,58888,174477,+,chr12:2783-72783,6,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr12,YES
IQSEC3,IQSEC3_0_shared_on_chr6,chr6,p,58888,174477,+,chr12:2783-72783,6,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr12,YES
IQSEC3,IQSEC3_0_shared_on_chr7,chr7,p,58888,174477,+,chr12:2783-72783,6,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr12,YES
IQSEC3,IQSEC3_0_shared_on_chr8,chr8,p,58888,174477,+,chr12:2783-72783,6,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr12,YES
IQSEC3,IQSEC3_0_shared_on_chr9,chr9,p,58888,174477,+,chr12:2783-72783,6,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr12,YES
IQSEC3,IQSEC3_0_shared_on_chrX,chrX,p,58888,174477,+,chr12:2783-72783,6,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr12,YES
IQSEC3,IQSEC3_0_shared_on_chrY,chrY,p,58888,174477,+,chr12:2783-72783,6,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr12,YES
IQSEC3,IQSEC3_0_shared_on_chr11,chr11,p,58888,174477,+,chr12:2783-72783,6,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr12,YES
IQSEC3,IQSEC3_0_shared_on_chr12,chr12,p,58888,174477,+,chr12:2783-72783,6,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr12,NO
IQSEC3,IQSEC3_0_shared_on_chr15,chr15,p,58888,174477,+,chr12:2783-72783,6,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr12,YES
IQSEC3,IQSEC3_0_shared_on_chr16,chr16,p,58888,174477,+,chr12:2783-72783,6,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr12,YES
IQSEC3,IQSEC3_0_shared_on_chr19,chr19,p,58888,174477,+,chr12:2783-72783,6,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr12,YES
IQSEC3,IQSEC3_0_shared_on_chr20,chr20,p,58888,174477,+,chr12:2783-72783,6,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",protein_coding,chr12,YES
IL9RP3,IL9RP3_0_shared_on_chr1,chr1,p,21851,30058,-,chr16:2168-27168,8,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",pseudogene,chr16,YES
IL9RP3,IL9RP3_0_shared_on_chr2,chr2,p,21851,30058,-,chr16:2168-27168,8,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",pseudogene,chr16,YES
IL9RP3,IL9RP3_0_shared_on_chr3,chr3,p,21851,30058,-,chr16:2168-27168,8,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",pseudogene,chr16,YES
IL9RP3,IL9RP3_0_shared_on_chr5,chr5,p,21851,30058,-,chr16:2168-27168,8,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",pseudogene,chr16,YES
IL9RP3,IL9RP3_0_shared_on_chr6,chr6,p,21851,30058,-,chr16:2168-27168,8,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",pseudogene,chr16,YES
IL9RP3,IL9RP3_0_shared_on_chr7,chr7,p,21851,30058,-,chr16:2168-27168,8,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",pseudogene,chr16,YES
IL9RP3,IL9RP3_0_shared_on_chr8,chr8,p,21851,30058,-,chr16:2168-27168,8,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",pseudogene,chr16,YES
IL9RP3,IL9RP3_0_shared_on_chr9,chr9,p,21851,30058,-,chr16:2168-27168,8,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",pseudogene,chr16,YES
IL9RP3,IL9RP3_0_shared_on_chrX,chrX,p,21851,30058,-,chr16:2168-27168,8,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",pseudogene,chr16,YES
IL9RP3,IL9RP3_0_shared_on_chrY,chrY,p,21851,30058,-,chr16:2168-27168,8,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",pseudogene,chr16,YES
IL9RP3,IL9RP3_0_shared_on_chr11,chr11,p,21851,30058,-,chr16:2168-27168,8,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",pseudogene,chr16,YES
IL9RP3,IL9RP3_0_shared_on_chr12,chr12,p,21851,30058,-,chr16:2168-27168,8,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",pseudogene,chr16,YES
IL9RP3,IL9RP3_0_shared_on_chr15,chr15,p,21851,30058,-,chr16:2168-27168,8,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",pseudogene,chr16,YES
IL9RP3,IL9RP3_0_shared_on_chr16,chr16,p,21851,30058,-,chr16:2168-27168,8,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",pseudogene,chr16,NO
IL9RP3,IL9RP3_0_shared_on_chr19,chr19,p,21851,30058,-,chr16:2168-27168,8,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",pseudogene,chr16,YES
IL9RP3,IL9RP3_0_shared_on_chr20,chr20,p,21851,30058,-,chr16:2168-27168,8,"chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chrY,chr11,chr12,chr15,chr16,chr19,chr20",pseudogene,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr1,chr1,p,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr2,chr2,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr3,chr3,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr4,chr4,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr5,chr5,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr6,chr6,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr7,chr7,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr8,chr8,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr9,chr9,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr10,chr10,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr11,chr11,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr13,chr13,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr15,chr15,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr16,chr16,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,NO
LOC101929828,LOC101929828_1_shared_on_chr17,chr17,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr18,chr18,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr19,chr19,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr20,chr20,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr21,chr21,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929828,LOC101929828_1_shared_on_chr22,chr22,q,96309529,96310799,+,chr16:96172817-96327816,9,"chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22",lncRNA,chr16,YES
LOC101929650,LOC101929650_0_shared_on_chr1,chr1,p,84166186,84240296,+,chr17:84229104-84274103,11,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr17,YES
LOC101929650,LOC101929650_0_shared_on_chr2,chr2,p,84166186,84240296,+,chr17:84229104-84274103,11,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr17,YES
LOC101929650,LOC101929650_0_shared_on_chr4,chr4,q,84166186,84240296,+,chr17:84229104-84274103,11,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22",lncRNA,chr17,YES
