gene_name,copies_in_phrs,genome_wide_copies,gene_biotype,num_chromosomes,chromosomes,in_phrs,in_genome
MATR3P1,0,1,pseudogene,1,chrX,False,True
LINC00674,0,1,lncRNA,1,chr17,False,True
LOC105372088,0,1,lncRNA,1,chr18,False,True
NCK2,0,1,protein_coding,1,chr2,False,True
LOC105377229,0,1,lncRNA,1,chrY,False,True
MIR3934,0,1,miRNA,1,chr6,False,True
IL9RP3,16,1,pseudogene,1,chr16,True,True
LOC100130137,0,1,pseudogene,1,chr1,False,True
RNU6-254P,0,1,pseudogene,1,chr12,False,True
LOC100131411,0,1,pseudogene,1,chr5,False,True
LOC112268140,0,1,lncRNA,1,chr14,False,True
LOC124902384,0,1,lncRNA,1,chr10,False,True
LOC124903022,0,1,lncRNA,1,chr12,False,True
LOC124903759,0,1,protein_coding,1,chr16,False,True
LOC124902895,0,1,lncRNA,1,chr12,False,True
SNN,0,1,protein_coding,1,chr16,False,True
DHRS3,0,1,protein_coding,1,chr1,False,True
LOC124909388,0,1,lncRNA,1,chr3,False,True
LOC100996442,0,1,lncRNA,1,chr11,False,True
MACC1-AS1,0,1,lncRNA,1,chr7,False,True
RNA5SP334,0,1,pseudogene,1,chr11,False,True
RN7SL405P,0,1,pseudogene,1,chr17,False,True
SLC39A8,0,1,protein_coding,1,chr4,False,True
DKK2,0,1,protein_coding,1,chr4,False,True
ANKRD18EP,0,1,pseudogene,1,chr6,False,True
LOC101929400,0,1,lncRNA,1,chr8,False,True
TNC,0,1,protein_coding,1,chr9,False,True
STK25,0,1,protein_coding,1,chr2,False,True
TRQ-CTG1-3,0,1,tRNA,1,chr6,False,True
RPS29P11,0,1,pseudogene,1,chr4,False,True
LOC124903923,0,1,lncRNA,1,chr17,False,True
MIR503,0,1,miRNA,1,chrX,False,True
MIR8058,0,1,miRNA,1,chr16,False,True
IGKV2-24,0,1,V_segment,1,chr2,False,True
PAK1,0,1,protein_coding,1,chr11,False,True
LRIG1,0,1,protein_coding,1,chr3,False,True
TRUND-NNN3-1,0,1,pseudogene,1,chr1,False,True
SEPT5-GP1BB,0,1,lncRNA,1,chr22,False,True
RPL23AP69,0,1,pseudogene,1,chr13,False,True
CXorf49B,0,1,protein_coding,1,chrX,False,True
ZHX1-C8orf76,0,1,protein_coding,1,chr8,False,True
FMO6P,0,1,transcribed_pseudogene,1,chr1,False,True
LINC01087,0,1,lncRNA,1,chr2,False,True
ANKRD23,0,1,protein_coding,1,chr2,False,True
HNRNPA3P16,0,1,pseudogene,1,chr18,False,True
LOC101060236,0,1,pseudogene,1,chrX,False,True
RPL36AP14,0,1,pseudogene,1,chr2,False,True
ALCAM,0,1,protein_coding,1,chr3,False,True
LINC02893,0,1,lncRNA,1,chr9,False,True
MROH3P,0,1,transcribed_pseudogene,1,chr1,False,True
LOC100533631,0,1,pseudogene,1,chr7,False,True
DNAJC24,0,1,protein_coding,1,chr11,False,True
BEND3P1,0,1,pseudogene,1,chr10,False,True
C1orf122,0,1,protein_coding,1,chr1,False,True
ZBTB43,0,1,protein_coding,1,chr9,False,True
LOC105375002,0,1,lncRNA,1,chr6,False,True
CHRFAM7A,0,1,protein_coding,1,chr15,False,True
LOC124902450,0,1,lncRNA,1,chr10,False,True
HMGN1P29,0,1,pseudogene,1,chr17,False,True
LOC105379807,0,2,lncRNA,1,chr9,False,True
LOC105379437,0,1,lncRNA,1,chr9,False,True
ELOCP27,0,1,pseudogene,1,chr18,False,True
SNORA81,0,1,snoRNA,1,chr3,False,True
LOC105372317,0,1,lncRNA,1,chr19,False,True
MIR4298,0,1,miRNA,1,chr11,False,True
SNORD115-28,0,1,snoRNA,1,chr15,False,True
SNORD114-12,0,1,snoRNA,1,chr14,False,True
LOC124901291,0,1,lncRNA,1,chr6,False,True
CDKN2C,0,1,protein_coding,1,chr1,False,True
FAM197Y4,0,1,lncRNA,1,chrY,False,True
H2AC9P,0,1,pseudogene,1,chr6,False,True
LOC105371508,0,1,lncRNA,1,chr17,False,True
S100Z,0,1,protein_coding,1,chr5,False,True
IFT74-AS1,0,1,lncRNA,1,chr9,False,True
KRTAP9-9,0,1,protein_coding,1,chr17,False,True
KCNJ2,0,1,protein_coding,1,chr17,False,True
LOC107984405,0,1,lncRNA,1,chr11,False,True
LOC107985568,0,1,lncRNA,1,chr22,False,True
CCDC160,0,1,protein_coding,1,chrX,False,True
CRYGA,0,1,protein_coding,1,chr2,False,True
LOC124904987,0,2,pseudogene,2,"chr15,chr21",False,True
C20orf85,0,1,protein_coding,1,chr20,False,True
LOC105376759,0,1,lncRNA,1,chr1,False,True
H3P1,0,1,pseudogene,1,chr1,False,True
LOC124904733,0,1,lncRNA,1,chr19,False,True
RN7SL391P,0,1,pseudogene,1,chr12,False,True
USP2,0,1,protein_coding,1,chr11,False,True
TMEM132D,0,1,protein_coding,1,chr12,False,True
LOC105370481,0,1,lncRNA,1,chr14,False,True
TUSC2P2,0,1,pseudogene,1,chrX,False,True
RNU4-30P,0,1,pseudogene,1,chr16,False,True
IPO9,0,1,protein_coding,1,chr1,False,True
NPIPA3,0,1,protein_coding,1,chr16,False,True
ATP5MC1P5,0,1,pseudogene,1,chr13,False,True
B3GALT2,0,1,protein_coding,1,chr1,False,True
LINC01762,0,1,lncRNA,1,chr1,False,True
CDH15,0,1,protein_coding,1,chr16,False,True
LOC646347,0,1,pseudogene,1,chr1,False,True
TRBV22OR9-2,0,1,V_segment_pseudogene,1,chr9,False,True
UBL7,0,1,protein_coding,1,chr15,False,True
LOC124904238,0,1,lncRNA,1,chr18,False,True
LOC124902950,0,1,lncRNA,1,chr12,False,True
OR2AF1P,0,1,pseudogene,1,chrX,False,True
LOC124904753,0,1,lncRNA,1,chr19,False,True
LOC124902056,0,1,lncRNA,1,chr8,False,True
RNU6-306P,0,1,pseudogene,1,chr10,False,True
LOC105373971,0,1,lncRNA,1,chr2,False,True
CETP,0,1,protein_coding,1,chr16,False,True
TEX45,0,1,protein_coding,1,chr19,False,True
RNU6-1326P,0,1,pseudogene,1,chr21,False,True
RPS23P5,0,1,pseudogene,1,chr5,False,True
C20orf204,0,1,protein_coding,1,chr20,False,True
HS1BP3-IT1,0,1,lncRNA,1,chr2,False,True
LOC102724968,0,1,lncRNA,1,chr20,False,True
NPFF,0,1,protein_coding,1,chr12,False,True
MYL7,0,1,protein_coding,1,chr7,False,True
LOC105378646,0,1,lncRNA,1,chr1,False,True
LINC01883,0,1,lncRNA,1,chr2,False,True
LOC124904066,0,1,lncRNA,1,chr17,False,True
ZNF654,0,1,protein_coding,1,chr3,False,True
RPL12P10,0,1,pseudogene,1,chr7,False,True
MIR6760,0,1,miRNA,1,chr12,False,True
LOC124904757,0,1,pseudogene,1,chr19,False,True
LOC105371257,0,1,lncRNA,1,chr16,False,True
CTR9,0,1,protein_coding,1,chr11,False,True
CERS6,0,1,protein_coding,1,chr2,False,True
SNRPCP10,0,1,pseudogene,1,chr3,False,True
EFNB1,0,1,protein_coding,1,chrX,False,True
KRT19P1,0,1,pseudogene,1,chr6,False,True
CASC20,0,1,lncRNA,1,chr20,False,True
TRAV37,0,1,V_segment_pseudogene,1,chr14,False,True
DNAI7,0,1,protein_coding,1,chr12,False,True
HMGXB3,0,1,protein_coding,1,chr5,False,True
SEPTIN14P18,0,1,pseudogene,1,chr7,False,True
CACNA1C-AS4,0,1,lncRNA,1,chr12,False,True
LOC100130744,0,1,lncRNA,1,chr5,False,True
LINC01479,0,1,lncRNA,1,chr12,False,True
RNU6-212P,0,1,pseudogene,1,chr15,False,True
LOC124903999,0,1,lncRNA,1,chr17,False,True
BUD31,0,1,protein_coding,1,chr7,False,True
UBBP4,0,1,transcribed_pseudogene,1,chr17,False,True
PPEF2,0,1,protein_coding,1,chr4,False,True
SSU72P5,0,1,pseudogene,1,chr11,False,True
LOC105372969,0,1,lncRNA,1,chr22,False,True
LOC107987101,0,1,lncRNA,1,chr9,False,True
LOC124904376,0,1,pseudogene,1,chr18,False,True
FANCL,0,1,protein_coding,1,chr2,False,True
LOC124902956,0,1,lncRNA,1,chr12,False,True
LINC00703,0,1,lncRNA,1,chr10,False,True
MAN2B2,0,1,protein_coding,1,chr4,False,True
MTND3P20,0,1,pseudogene,1,chr6,False,True
TSPY1,0,2,protein_coding,1,chrY,False,True
TMEM30A,0,1,protein_coding,1,chr6,False,True
COPB1,0,1,protein_coding,1,chr11,False,True
POLR2MP1,0,1,pseudogene,1,chr4,False,True
ADRA2A,0,1,protein_coding,1,chr10,False,True
UNC93B6,0,1,pseudogene,1,chr11,False,True
MED28P5,0,1,pseudogene,1,chr11,False,True
LOC124904218,0,1,lncRNA,1,chr1,False,True
CTXN3,0,1,protein_coding,1,chr5,False,True
REXO4,0,1,protein_coding,1,chr9,False,True
RNA28SP,0,1,pseudogene,1,chr2,False,True
ZNF286A-TBC1D26,0,1,lncRNA,1,chr17,False,True
LINC01480,0,1,lncRNA,1,chr19,False,True
LOC124901537,0,1,snoRNA,1,chr6,False,True
RNF138P2,0,1,pseudogene,1,chr7,False,True
USP17L11,0,26,protein_coding,1,chr4,False,True
GPR143P,0,1,pseudogene,1,chrY,False,True
ST3GAL4,0,1,protein_coding,1,chr11,False,True
LOC124906164,0,1,snoRNA,1,chr2,False,True
RPL17P21,0,1,pseudogene,1,chr5,False,True
ING3,0,1,protein_coding,1,chr7,False,True
SELE,0,1,protein_coding,1,chr1,False,True
LOC105374121,0,1,lncRNA,1,chr3,False,True
PSPC1P2,0,1,pseudogene,1,chr13,False,True
SNORD115-33,0,1,snoRNA,1,chr15,False,True
LOC124904551,0,1,lncRNA,1,chr1,False,True
LOC105376180,0,1,lncRNA,1,chr9,False,True
LINC02016,0,1,lncRNA,1,chr3,False,True
BUD23,0,1,protein_coding,1,chr7,False,True
DLG3-AS1,0,1,lncRNA,1,chrX,False,True
LOC107985222,0,1,protein_coding,1,chr1,False,True
OR4C4P,0,1,pseudogene,1,chr11,False,True
RPL21P75,0,1,pseudogene,1,chr7,False,True
LOC392232,0,1,transcribed_pseudogene,1,chr8,False,True
RNU6-1265P,0,1,pseudogene,1,chr1,False,True
CCDC181,0,1,protein_coding,1,chr1,False,True
LINC00632,0,1,lncRNA,1,chrX,False,True
RNA5SP514,0,1,pseudogene,1,chrX,False,True
ARF4P2,0,1,pseudogene,1,chr20,False,True
MSRA-DT,0,1,lncRNA,1,chr8,False,True
CATSPERE,0,1,protein_coding,1,chr1,False,True
RNU6-7,0,1,snRNA,1,chr14,False,True
NOS2P2,0,1,pseudogene,1,chr17,False,True
LOC105374137,0,1,lncRNA,1,chr3,False,True
DUX4L38,0,1,pseudogene,1,chr20,False,True
NEUROD4,0,1,protein_coding,1,chr12,False,True
LIG4,0,1,protein_coding,1,chr13,False,True
LOC124902671,0,1,lncRNA,1,chr11,False,True
RNU6-1108P,0,1,pseudogene,1,chr15,False,True
LOC728485,0,1,lncRNA,1,chr19,False,True
PART1,0,1,lncRNA,1,chr5,False,True
RN7SL277P,0,1,pseudogene,1,chr1,False,True
APOL2,0,1,protein_coding,1,chr22,False,True
ZNF234,0,1,protein_coding,1,chr19,False,True
LOC101928331,0,1,lncRNA,1,chr6,False,True
LOC124904436,0,1,lncRNA,1,chr1,False,True
RPL7L1P2,0,1,pseudogene,1,chr7,False,True
POGLUT3,0,1,protein_coding,1,chr11,False,True
LINC02668,0,1,lncRNA,1,chr10,False,True
LRRC37A2,0,1,protein_coding,1,chr17,False,True
CDX4,0,1,protein_coding,1,chrX,False,True
RNU6-146P,0,1,pseudogene,1,chrX,False,True
COPRSP1,0,1,pseudogene,1,chr2,False,True
PCDH7,0,1,protein_coding,1,chr4,False,True
LINC02245,0,1,lncRNA,1,chr2,False,True
LOC124903672,0,1,lncRNA,1,chr16,False,True
DMTF1-AS1,0,1,lncRNA,1,chr7,False,True
LINC02280,0,1,lncRNA,1,chr14,False,True
TMEM216,0,1,protein_coding,1,chr11,False,True
LOC124902773,0,1,lncRNA,1,chr11,False,True
ZNF579,0,1,protein_coding,1,chr19,False,True
LOC105373508,0,1,lncRNA,1,chr2,False,True
WDCP,0,1,protein_coding,1,chr2,False,True
TREHP1,0,1,pseudogene,1,chr11,False,True
RNA5SP318,0,1,pseudogene,1,chr10,False,True
LOC100101126,0,1,pseudogene,1,chr7,False,True
ACVR2A,0,1,protein_coding,1,chr2,False,True
LOC107986401,0,1,lncRNA,1,chr5,False,True
PIP,0,1,protein_coding,1,chr7,False,True
RN7SL865P,0,1,pseudogene,1,chr12,False,True
LOC105376505,0,1,lncRNA,1,chr11,False,True
LOC105370829,0,1,lncRNA,1,chr15,False,True
LINC01489,0,1,lncRNA,1,chr12,False,True
KCNK2,0,1,protein_coding,1,chr1,False,True
SNX33P1,0,1,pseudogene,1,chr19,False,True
LOC124902308,0,1,lncRNA,1,chr9,False,True
LOC122526780,0,1,protein_coding,1,chr17,False,True
LOC124900763,0,1,lncRNA,1,chr4,False,True
LOC124907881,0,1,lncRNA,1,chr2,False,True
LOC124902601,0,1,protein_coding,1,chr11,False,True
MDN1-AS1,0,1,lncRNA,1,chr6,False,True
SPPL2B,0,1,protein_coding,1,chr19,False,True
SAR1AP1,0,1,pseudogene,1,chr6,False,True
LOC124904558,0,1,lncRNA,1,chr1,False,True
LOC105376395,0,1,lncRNA,1,chr10,False,True
RPSAP32,0,3,pseudogene,3,"chr14,chr22,chr3",False,True
LINC00853,0,1,lncRNA,1,chr1,False,True
SHH,0,1,protein_coding,1,chr7,False,True
NHEJ1,0,1,protein_coding,1,chr2,False,True
TREML5P,0,1,transcribed_pseudogene,1,chr6,False,True
PCDHA3,0,1,protein_coding,1,chr5,False,True
DEFB108E,0,1,pseudogene,1,chr8,False,True
RPS4XP2,0,1,pseudogene,1,chr20,False,True
LOC105370139,0,1,lncRNA,1,chr13,False,True
CCDC54,0,1,protein_coding,1,chr3,False,True
SLC38A9,0,1,protein_coding,1,chr5,False,True
TMEM184C-DT,0,1,lncRNA,1,chr4,False,True
ZDHHC14,0,1,protein_coding,1,chr6,False,True
LOC105375098,0,1,lncRNA,1,chr6,False,True
RNA5SP361,0,1,pseudogene,1,chr12,False,True
CCDC196,0,1,protein_coding,1,chr14,False,True
S100A7P1,0,1,pseudogene,1,chr1,False,True
SPRR1A,0,1,protein_coding,1,chr1,False,True
LOC101927375,0,1,protein_coding,1,chr13,False,True
LOC124902617,0,1,lncRNA,1,chr11,False,True
SPTBN4,0,1,protein_coding,1,chr19,False,True
NHEG1,0,1,lncRNA,1,chr6,False,True
STMN1P2,0,1,pseudogene,1,chr4,False,True
ATP9A,0,1,protein_coding,1,chr20,False,True
LOC124900294,0,1,snoRNA,1,chr10,False,True
SNORD121A,0,1,snoRNA,1,chr9,False,True
GNG8,0,1,protein_coding,1,chr19,False,True
LOC124904173,0,1,lncRNA,1,chr1,False,True
OR5M1,0,1,protein_coding,1,chr11,False,True
LINC01553,0,1,lncRNA,1,chr10,False,True
RN7SL303P,0,1,pseudogene,1,chr8,False,True
TRGV7,0,1,V_segment_pseudogene,1,chr7,False,True
LINC00683,0,1,lncRNA,1,chr18,False,True
BNIP3P15,0,1,pseudogene,1,chr19,False,True
ASB2,0,1,protein_coding,1,chr14,False,True
LOC124901770,0,1,lncRNA,1,chr7,False,True
CEACAMP7,0,1,pseudogene,1,chr19,False,True
TRQ-CTG7-1,0,1,tRNA,1,chr1,False,True
LOC105371050,0,1,lncRNA,1,chr16,False,True
MIR5589,0,1,miRNA,1,chr19,False,True
MUPP,0,1,pseudogene,1,chr9,False,True
LOC102723561,0,1,lncRNA,1,chr5,False,True
HNRNPA1P37,0,1,pseudogene,1,chr6,False,True
TTTY4B,0,1,lncRNA,1,chrY,False,True
LOC105376475,0,1,lncRNA,1,chr10,False,True
VCY1B,0,1,protein_coding,1,chrY,False,True
RNU6-1094P,0,1,pseudogene,1,chr3,False,True
TSC22D1,0,1,protein_coding,1,chr13,False,True
LOC100133165,0,1,pseudogene,1,chr15,False,True
RNU2-3P,0,1,pseudogene,1,chr15,False,True
MIR23AHG,0,1,lncRNA,1,chr19,False,True
ANKRD18B,0,1,protein_coding,1,chr9,False,True
LOC124900683,0,1,lncRNA,1,chr4,False,True
LOC105372440,0,1,protein_coding,1,chr19,False,True
RNF135,0,1,protein_coding,1,chr17,False,True
ADCY4,0,1,protein_coding,1,chr14,False,True
VGLL1,0,1,protein_coding,1,chrX,False,True
UBASH3B,0,1,protein_coding,1,chr11,False,True
DCAF8-DT,0,1,lncRNA,1,chr1,False,True
AGAP10P,0,1,transcribed_pseudogene,1,chr10,False,True
USP17L14P,0,1,pseudogene,1,chr4,False,True
LOC124904767,0,1,lncRNA,1,chr19,False,True
LOC100420539,0,1,pseudogene,1,chr7,False,True
LOC124901867,0,1,protein_coding,1,chr8,False,True
LOC105375628,0,1,lncRNA,1,chr8,False,True
ZFP36L1,0,1,protein_coding,1,chr14,False,True
HNRNPA1P16,0,1,pseudogene,1,chr17,False,True
LOC124905031,0,1,lncRNA,1,chr21,False,True
ADGRA3,0,1,protein_coding,1,chr4,False,True
LOC105375970,0,1,lncRNA,1,chr9,False,True
RN7SL659P,0,1,pseudogene,1,chr9,False,True
LOC107985968,0,1,lncRNA,1,chr2,False,True
LOC124901070,0,1,lncRNA,1,chr5,False,True
RAB21,0,1,protein_coding,1,chr12,False,True
IGF2-AS,0,1,lncRNA,1,chr11,False,True
LOC100421893,0,1,pseudogene,1,chr8,False,True
TCP11L2,0,1,protein_coding,1,chr12,False,True
USP24P1,0,1,pseudogene,1,chr13,False,True
SNORD94,0,1,snoRNA,1,chr2,False,True
RNU6-79P,0,1,pseudogene,1,chr13,False,True
LOC105373286,0,1,lncRNA,1,chrX,False,True
MIR10A,0,1,miRNA,1,chr17,False,True
ECPAS,0,1,protein_coding,1,chr9,False,True
DKK3,0,1,protein_coding,1,chr11,False,True
DPH6-DT,0,1,lncRNA,1,chr15,False,True
LOC105372187,0,1,lncRNA,1,chr18,False,True
METTL26,0,1,protein_coding,1,chr16,False,True
LOC124901174,0,1,lncRNA,1,chr5,False,True
XAGE-4,0,1,transcribed_pseudogene,1,chrX,False,True
SPIRE1,0,1,protein_coding,1,chr18,False,True
MTMR12,0,1,protein_coding,1,chr5,False,True
MIR4267,0,2,miRNA,1,chr2,False,True
PHACTR2P1,0,1,pseudogene,1,chr10,False,True
TEX14,0,1,protein_coding,1,chr17,False,True
ERI3-IT1,0,1,lncRNA,1,chr1,False,True
COP1,0,1,protein_coding,1,chr1,False,True
NMS,0,1,protein_coding,1,chr2,False,True
SGF29,0,1,protein_coding,1,chr16,False,True
LOC124900649,0,1,lncRNA,1,chr4,False,True
HOXB-AS2,0,1,lncRNA,1,chr17,False,True
RN7SL356P,0,1,pseudogene,1,chr14,False,True
TRT-AGT2-2,0,1,tRNA,1,chr6,False,True
KASH5,0,1,protein_coding,1,chr19,False,True
LOC124904751,0,1,lncRNA,1,chr19,False,True
LOC101928334,0,1,lncRNA,1,chr1,False,True
SPP2,0,1,protein_coding,1,chr2,False,True
LOC124900791,0,1,lncRNA,1,chr4,False,True
GPR153,0,1,protein_coding,1,chr1,False,True
TTTY23B,0,1,lncRNA,1,chrY,False,True
LMX1B,0,1,protein_coding,1,chr9,False,True
NRDC,0,1,protein_coding,1,chr1,False,True
TRY-GTA11-1,0,1,pseudogene,1,chr7,False,True
OR6B1,0,1,protein_coding,1,chr7,False,True
SNORD109A,0,1,snoRNA,1,chr15,False,True
BPY2B,0,1,protein_coding,1,chrY,False,True
EMC1-AS1,0,1,lncRNA,1,chr1,False,True
VWC2L-IT1,0,1,lncRNA,1,chr2,False,True
FBLIM1,0,1,protein_coding,1,chr1,False,True
OR7E2P,0,1,transcribed_pseudogene,1,chr11,False,True
LOC100128713,0,1,pseudogene,1,chr17,False,True
TMEM121,0,1,protein_coding,1,chr14,False,True
MIR8063,0,1,miRNA,1,chr15,False,True
RSU1P1,0,1,pseudogene,1,chr10,False,True
NUDT21P1,0,1,pseudogene,1,chr13,False,True
RNU6-1127P,0,1,pseudogene,1,chr3,False,True
RABIF,0,1,protein_coding,1,chr1,False,True
PLCZ1,0,1,protein_coding,1,chr12,False,True
SEPTIN14P24,0,1,pseudogene,1,chr7,False,True
LOC124903543,0,1,lncRNA,1,chr15,False,True
MROH7-TTC4,0,1,lncRNA,1,chr1,False,True
LINC00106,0,2,lncRNA,2,"chrX,chrY",False,True
SPOPL,0,1,protein_coding,1,chr2,False,True
LOC105372136,0,1,lncRNA,1,chr18,False,True
TRP-TGG3-1,0,1,tRNA,1,chr5,False,True
CSNK1G2,0,1,protein_coding,1,chr19,False,True
ZNF784,0,1,protein_coding,1,chr19,False,True
ADAM17,0,1,protein_coding,1,chr2,False,True
LPAR1,0,1,protein_coding,1,chr9,False,True
LOC107984246,0,1,lncRNA,1,chr10,False,True
LINC01109,0,1,lncRNA,1,chr8,False,True
MMEL1-AS1,0,1,lncRNA,1,chr1,False,True
DEFB103A,0,1,protein_coding,1,chr8,False,True
XCL2,0,1,protein_coding,1,chr1,False,True
LOC105373277,0,1,lncRNA,1,chr1,False,True
MIR3944,0,1,miRNA,1,chr10,False,True
TMED2,0,1,protein_coding,1,chr12,False,True
SRM,0,1,protein_coding,1,chr1,False,True
CYP21A1P,0,1,transcribed_pseudogene,1,chr6,False,True
CT47A1,0,1,protein_coding,1,chrX,False,True
PPP6C,0,1,protein_coding,1,chr9,False,True
LOC105379139,0,1,lncRNA,1,chr5,False,True
RNA5SP266,0,1,pseudogene,1,chr8,False,True
LOC105370210,0,1,lncRNA,1,chr13,False,True
CFTR-AS1,0,1,lncRNA,1,chr7,False,True
CEP43,0,1,protein_coding,1,chr6,False,True
TSSK3,0,1,protein_coding,1,chr1,False,True
SOD1P2,0,1,pseudogene,1,chr16,False,True
LOC107985581,0,1,lncRNA,1,chr22,False,True
SAMD4A-AS1,0,1,lncRNA,1,chr14,False,True
TIGD6,0,1,protein_coding,1,chr5,False,True
BNIP3P31,0,1,pseudogene,1,chr19,False,True
RPL31P60,0,1,pseudogene,1,chr19,False,True
CDK13,0,1,protein_coding,1,chr7,False,True
LOC124903399,0,1,lncRNA,1,chr14,False,True
LOC124903647,0,1,lncRNA,1,chr16,False,True
TM2D3,0,1,protein_coding,1,chr15,False,True
HSPE1P9,0,1,pseudogene,1,chr2,False,True
LOC124908060,0,1,lncRNA,1,chr2,False,True
LOC124901831,0,1,snoRNA,1,chr7,False,True
PHB1P13,0,1,pseudogene,1,chr13,False,True
PROK2,0,1,protein_coding,1,chr3,False,True
DLG1-AS1,0,1,lncRNA,1,chr3,False,True
XPOT,0,1,protein_coding,1,chr12,False,True
SOX10,0,1,protein_coding,1,chr22,False,True
LOC124901623,0,1,lncRNA,1,chr7,False,True
KRT17P3,0,1,pseudogene,1,chr17,False,True
RPL7AP32,0,1,pseudogene,1,chr5,False,True
RNU1-125P,0,1,pseudogene,1,chr16,False,True
RASGRP3,0,1,protein_coding,1,chr2,False,True
POGLUT1,0,1,protein_coding,1,chr3,False,True
LOC101930276,0,1,lncRNA,1,chr5,False,True
MTCO1P30,0,1,pseudogene,1,chr5,False,True
GUSBP16,0,1,transcribed_pseudogene,1,chr5,False,True
LOC124901124,0,1,lncRNA,1,chr5,False,True
DNAJB12,0,1,protein_coding,1,chr10,False,True
TRAV38-2DV8,0,1,V_segment,1,chr14,False,True
RNU105C,0,1,snoRNA,1,chr8,False,True
RPL30P13,0,1,pseudogene,1,chr12,False,True
ARID1B,0,1,protein_coding,1,chr6,False,True
SNORD59B,0,1,snoRNA,1,chr12,False,True
MIR92A2,0,1,miRNA,1,chrX,False,True
RPL13AP25,0,1,pseudogene,1,chr13,False,True
LOC124903040,0,1,lncRNA,1,chr12,False,True
FJX1,0,1,protein_coding,1,chr11,False,True
MIR500A,0,1,miRNA,1,chrX,False,True
LOC124905298,0,1,pseudogene,1,chrX,False,True
RN7SL81P,0,1,pseudogene,1,chr7,False,True
LOC105371026,0,1,lncRNA,1,chr15,False,True
AMY1C,0,5,protein_coding,1,chr1,False,True
LOC124901578,0,1,lncRNA,1,chr7,False,True
SVIL,0,1,protein_coding,1,chr10,False,True
SRSF1P1,0,1,pseudogene,1,chr13,False,True
RPL5P11,0,1,pseudogene,1,chr4,False,True
COBL,0,1,protein_coding,1,chr7,False,True
ZNF114P1,0,1,pseudogene,1,chr21,False,True
LOC105376410,0,1,lncRNA,1,chr10,False,True
KRTAP5-8,0,1,protein_coding,1,chr11,False,True
LOC124903318,0,1,lncRNA,1,chr14,False,True
DKKL1P1,0,1,pseudogene,1,chr20,False,True
CFAP298-TCP10L,0,1,protein_coding,1,chr21,False,True
RNU6-1169P,0,1,pseudogene,1,chr15,False,True
LOC102724542,0,1,lncRNA,1,chr2,False,True
LOC124904884,0,1,lncRNA,1,chr20,False,True
LOC105378130,0,1,lncRNA,1,chr6,False,True
LOC124903760,0,1,lncRNA,1,chr16,False,True
CGB5,0,1,protein_coding,1,chr19,False,True
LINC02279,0,1,lncRNA,1,chr14,False,True
CRYBA2,0,1,protein_coding,1,chr2,False,True
COL12A1,0,1,protein_coding,1,chr6,False,True
JMJD6,0,1,protein_coding,1,chr17,False,True
LOC105373252,0,1,lncRNA,1,chrX,False,True
OR8A2P,0,1,pseudogene,1,chr11,False,True
CHMP4BP1,0,1,pseudogene,1,chr14,False,True
MTND1P35,0,2,pseudogene,1,chr11,False,True
LOC105372901,0,1,lncRNA,1,chr1,False,True
LINC01237,0,1,lncRNA,1,chr2,False,True
LOC442272,0,1,pseudogene,1,chr6,False,True
PRR13P7,0,1,pseudogene,1,chr8,False,True
LOC105376292,0,1,lncRNA,1,chr9,False,True
MTCH1,0,1,protein_coding,1,chr6,False,True
LOC100422646,0,1,pseudogene,1,chr6,False,True
DDX18P1,0,1,pseudogene,1,chr14,False,True
LOC124904002,0,1,lncRNA,1,chr17,False,True
PLOD2,0,1,protein_coding,1,chr3,False,True
LOC105374313,0,1,lncRNA,1,chr3,False,True
MIR4690,0,1,miRNA,1,chr11,False,True
LOC107985141,0,1,lncRNA,1,chr18,False,True
PKD1L1-AS1,0,1,lncRNA,1,chr7,False,True
LOC105376095,0,1,lncRNA,1,chr9,False,True
LOC101927615,0,1,lncRNA,1,chr21,False,True
TRC-GCA8-1,0,1,tRNA,1,chr14,False,True
ZNF284,0,1,protein_coding,1,chr19,False,True
LOC124905234,0,1,lncRNA,1,chrX,False,True
RIPK1,0,1,protein_coding,1,chr6,False,True
CCDC171,0,1,protein_coding,1,chr9,False,True
LOC100129935,0,1,transcribed_pseudogene,1,chr19,False,True
RNU11-4P,0,1,pseudogene,1,chr8,False,True
LOC102724465,0,1,lncRNA,1,chr15,False,True
LOC124906284,0,1,pseudogene,1,chr3,False,True
IGKV2D-30,0,1,V_segment,1,chr2,False,True
TRAV13-1,0,1,V_segment,1,chr14,False,True
XRCC6P5,0,1,pseudogene,1,chrX,False,True
F2RL3,0,1,protein_coding,1,chr19,False,True
LOC124901629,0,1,lncRNA,1,chr7,False,True
IL33,0,1,protein_coding,1,chr9,False,True
LOC124904335,0,1,lncRNA,1,chr18,False,True
CDK8P2,0,1,pseudogene,1,chr2,False,True
C19orf84,0,1,protein_coding,1,chr19,False,True
ZFP1,0,1,protein_coding,1,chr16,False,True
OR51F5P,0,1,pseudogene,1,chr11,False,True
LOC124902577,0,1,snoRNA,1,chr10,False,True
GPR179,0,1,protein_coding,1,chr17,False,True
NDUFB2-AS1,0,1,lncRNA,1,chr7,False,True
SELENOO-AS1,0,1,lncRNA,1,chr22,False,True
RPL12P25,0,1,pseudogene,1,chr9,False,True
LOC124903422,0,1,snoRNA,1,chr14,False,True
LOC124900266,0,1,snoRNA,1,chr8,False,True
LOC107986365,0,1,lncRNA,1,chr5,False,True
